Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Cuba, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.19, 0.22, 0.25, 0.28, 0.31, 0.34, 0.37, 0.4, 0.43, 0.46, 0.49, 0.52, 0.55, 0.58, 0.61, 0.64, 0.67, 0.7, 0.73, , 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, , 0.76, 0.75, 0.75, 0.75, 0.74, , 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74
Cyprus, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cyprus, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , 0.01, , , , , , 0.01, , 0.02, , , 
Cyprus, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, , 0.01, , 0.01, , , , , , , , 0.02, 0.02, 0.02
Czechia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.94, 0.98, 0.97, 0.89, 0.82, 0.7
Czechia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.86, 1.74, , 1.57, , 1.48, 1.45, 1.42, 1.39, 1.36, 1.33, 1.3, 1.27, 1.24, 1.21, 1.18, 1.15, 1.12, 1.09, 1.06, 1.03, , , , , , , 
Czechia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.63, , 1.51, , , , , , , , , , , , , , , , , , , , , , , 
Côte d'Ivoire, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , 0.27, , , , , , , , , , , , , , , , , , , , 0.24, , , , , , 
Côte d'Ivoire, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.27, , , , , 0.32, , , , , , , , , , , , , , , 
Côte d'Ivoire, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.11, 0.12, 0.16, 0.2, 0.23, , 0.27, 0.27, 0.27, 0.27, 0.27, , 0.28, 0.29, 0.3, 0.31, , 0.31, 0.3, 0.29, 0.28, 0.28, 0.27, 0.26, 0.25, , 0.24, 0.24, 0.24, 0.24, 0.24, 0.24
Democratic People's Republic of Korea, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 2.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Democratic People's Republic of Korea, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.09, , , , , 1.15, , , , , , , , , , , , , , , 
Democratic People's Republic of Korea, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 2.18, 2.09, 2, 1.91, 1.82, 1.72, 1.63, 1.54, 1.45, 1.36, 1.27, 1.18, , 1.1, 1.11, 1.12, 1.13, , 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15
Democratic Republic of the Congo, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Democratic Republic of the Congo, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , 0.15, , , , , , , , , , , , , , , 
Democratic Republic of the Congo, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, 0.07, 0.08, 0.08, 0.09, 0.1, 0.1, 0.11, 0.12, , 0.13, 0.13, 0.14, 0.14, , 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15
Denmark, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , 0.32, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, 0.03, 0.05, 0.05, 0.05
Denmark, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 0.07, 0.07, 0.06, 0.05, , 0.04, 0.04, 0.04, 0.04, , 0.1, 0.16, 0.22, 0.27, , 0.33, 0.32, , 0.27, , 0.21, 0.2, 0.18, 0.17, 0.16, 0.14, 0.13, 0.12, 0.1, 0.09, 0.08, , 0.06, 0.05, , 0.04, , , , 0.07, 0.1, , 0.1, 0.07, , , , , , 
Denmark, Industrial water withdrawal, 10^9 m3/year, X, , , , , , 0.08, , , , , 0.04, , , , , 0.04, , , , , 0.33, , , , , 0.23, , , , , , , , , , , , 0.06, , , 0.05, , 0.04, 0.04, 0.04, , , 0.13, , , , , , , , 
Djibouti, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Djibouti, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dominica, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dominica, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dominican Republic, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.26, , , , , 0.59, , , , , 0.66, , , , , 
Dominican Republic, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , , , , , , , , , , 
Dominican Republic, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, 0.14, 0.18, 0.22, , 0.32, 0.39, 0.46, 0.52, , 0.6, 0.62, 0.63, 0.65, , 0.66, 0.66, 0.66, 0.66, 0.66
Ecuador, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.39, , , , , 0.55, , , , , , , , , , , , , , , 
Ecuador, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.42, 0.45, 0.48, 0.52, , 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55
Egypt, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.6, , , , , , , 4, , , , , , , , , , 2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 5.4, , , 
Egypt, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.43, , , , , , , , , , , , , , , , , , , , , , , , , 
Egypt, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.51, , 4.34, 4.26, 4.17, 4.09, , 3.8, 3.6, 3.4, 3.2, 3, 2.8, 2.6, 2.4, 2.2, , , , , , , , , 5.4, 5.4, 5.4
El Salvador, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.15, , , , , , , , , , , , , 0.21, , , , , , , , , , , , , , , 
El Salvador, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.24, , , , , , , , , , , , , , , , , , , , 
El Salvador, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.23, , 0.23, 0.23, 0.22, 0.22, , 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21
Equatorial Guinea, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Equatorial Guinea, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Equatorial Guinea, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eritrea, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eritrea, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , , , , , , 
Eritrea, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, 0.03, 0.02, , , , , , , , , , , , , , , , , 
Estonia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.26, , , , , , , , , , , , , 1.53, 1.31, 1.78, 1.81, 1.56, 1.68, 1.66, 1.52, 1.69, 1.72, 1.54, 0.92, 0.79
Estonia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.92, 1.59, , 1.28, 1.3, 1.32, 1.34, 1.37, 1.39, 1.41, 1.43, 1.45, 1.47, 1.49, 1.51, , , , , , , , , , , , , 
Estonia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eswatini, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eswatini, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.02, , , , , , , , , , , , , , , 
Eswatini, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Ethiopia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , 0.05, , , , , , , , , , , , , , , 
Ethiopia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05
Fiji, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fiji, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.01, , , , , , , , , , , , , , , 
Fiji, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Finland, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.6, 1.5, 1.5, 2, 2, 2
Finland, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.95, 1.99, 2.04, 2.08, , 2.07, 2.02, 1.97, 1.91, 1.89, 1.87, 1.85, 1.83, 1.81, 1.8, 1.78, 1.76, 1.74, 1.72, 1.7, 1.68, 1.66, 1.64, 1.62, , , , , , 
Finland, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 1.9, , , , , 2.12, , , , , , , , , , , , , , , , , , , , , , , , , 
France, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.8, 19.82, 19.9, 21.62, 19.77, 18.9, 19.9, 19.69, 18.15, 18.61, 18.62, 17.78, 
France, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 25.05, 25.6, 26.14, 26.69, 27.23, 27.78, , 26.88, 25.43, 23.99, 22.54, , 21.39, 21.68, , 22.04, , 22.49, 22.88, , 22.52, , , , , , , , , , , , , , 17.78
France, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , 24.51, , , , , , , 28.32, , , , , 21.1, , , 21.97, , 22.11, , , 23.26, , 21.79, , , , , , , , , , , , , 
Gabon, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gabon, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.01, , , , , , , , , , , , , , , 
Gabon, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Gambia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gambia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , 0.02, , , , , , , , , , , , , , , 
Gambia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Georgia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, 0.21, 0.21, 0.33, 0.34
Georgia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , 0.4, , , , , , , , , , , , , , , 
Georgia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, 0.55, 0.5, 0.45, 0.4, 0.35, 0.3, 0.25, , 0.24, 0.28, 0.32, 0.36, , 0.4, 0.4, 0.4, 0.38, 0.35, 0.33, 0.3, 0.28, 0.25, 0.23, , , , , 
Germany, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 39.41, 38.11, 37.56, 37.08, 36.52, 35.78, 35.61, 34.42, 33.77, 33.23, 32.17, , , 29.76, , , 26.59, , , 27.12, , , 18.83, , , 17.68, , , , 
Germany, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 31.37, 30.56, , 28.7, 27.65, , 26.77, 26.94, , 24.35, 21.59, , 18.44, 18.06, , 17.68, 17.68, 17.68, 17.68
Ghana, Industrial water withdrawal, 10^9 m3/year, E, , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , 
Ghana, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 0.04, 0.04, 0.04, 0.05, 0.05, 0.05, 0.05, 0.05, 0.06, 0.06, 0.06, 0.06, 0.06, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.08, 0.08, 0.08, 0.08, 0.08, 0.09, 0.09, 0.09, 0.09, 0.09, , 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
Greece, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.33, , , , , , , , , 0.34, 0.34, 0.33, 0.32, 0.33
Greece, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.12, 0.12, 0.13, 0.13, 0.14, 0.16, 0.18, 0.2, 0.22, , 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.23, 0.23, , 0.23, 0.23, 0.23, 0.23, 0.23, , 0.16, , 0.21, , 0.28, 0.23, 0.18, , , , , , , , , , 
Greece, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , 0.11, , , , , , , , , , 0.24, , , , , , , , , , , , 0.23, , , , , , 0.23, , 0.09, , , , , , 0.13, 0.13, 0.13, 0.13, 0.13, , , , , 
Grenada, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Grenada, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guatemala, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , , , , , , , , , , 0.6, , , , , , , , , , , , , , 
Guatemala, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.26, 0.28, 0.31, 0.34, 0.37, 0.4, 0.43, 0.46, 0.49, 0.52, 0.55, 0.57, , 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6
Guinea, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , 0.06
Guinea, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , 0.06, , , , , , , , , , , , , , , 
Guinea, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.05, 0.05, 0.05, , 0.05, 0.05, 0.05, 0.06, , 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, , 0.06, 
Guinea-Bissau, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , 0.01, , , , , , , , , , , , , , , , , , , , 
Guinea-Bissau, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , 
Guinea-Bissau, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, , 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Guyana, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guyana, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.02, , , , , 0.02, , , , , , , , , , 
Guyana, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Haiti, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Haiti, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , 
Haiti, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, , , 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.05, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05
Honduras, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , 0.11, , , , , , , , , , , , , , , , , 
Honduras, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.08, 0.09, 0.09, 0.09, 0.1, 0.1, 0.1, 0.11, 0.11, , 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11
Hungary, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 3.49, , , , , , , , , , , , , , , , , 4.21, , , , , , , , , , , , 3.19, 3.16, 3.32, 3.36, 3.54, 3.22, 3.45
Hungary, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 1.8, 1.93, 2.05, 2.18, , 2.41, 2.51, 2.61, 2.7, 2.8, 2.94, 3.08, 3.22, 3.35, , 3.74, 3.98, 4.23, 4.47, 4.72, 4.96, , 5.08, 4.96, 4.85, , 4.64, 4.55, 4.47, 4.38, 4.3, , 4.26, 4.32, 4.38, 4.43, , 4.39, 4.3, 4.2, 4.11, , 3.6, , , , , , , 
Hungary, Industrial water withdrawal, 10^9 m3/year, X, , , , , , 1.67, , , , , 2.31, , , , , , , , , , , , , , , , , 5.2, , , , 4.73, , , , , , , , , , , 4.49, , , , , 4.01, , , , , , , , 
Iceland, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.18, 0.2, 0.2, 0.2, 0.2, 0.2, , , , , 
Iceland, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, , 0.01, , 0.04, 0.07, 0.1, 0.12, 0.15, , , , , , , 0.2, 0.2, 0.2, 0.2, 0.2
Iceland, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , 0.01, , , , , 0.01, , , , , , , 0.01, , , , , , , , 0.01, , 0.01, , 0.01, , , , , , , , , , , , , , , , 
India, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , 15.2, , , , , , , , , , 10, , , , , 15, , , , , , , , , , 10, , , , , , , , , , 17, , , , , , , , , , 
India, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 12.6, , , , , , 11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
India, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 14.68, 14.16, 13.64, 13.12, , 12.08, 11.56, 11.04, 10.52, , , 12, 13, 14, , 14.5, 14, 13.5, 13, 12.5, 12, 11.5, 11, 10.5, , 10.7, 11.4, 12.1, 12.8, 13.5, 14.2, 14.9, 15.6, 16.3, , 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
Indonesia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.38, , , , , , , , , , 7.4, , , , , , , , , , , , , , , , 9.13, , , , 
Indonesia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 24.65, , , , , , , , , , , , , , , 
Indonesia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.08, 1.78, 2.48, 3.18, 3.89, 4.59, 5.29, 5.99, 6.7, , 10.85, 14.3, 17.75, 21.2, , 23.24, 21.83, 20.42, 19.01, 17.6, 16.19, 14.78, 13.37, 11.96, 10.55, , 9.13, 9.13, 9.13, 9.13
Iran (Islamic Republic of), Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.48, , 1, , , , , 1, , , , 1.1, , , , , , , , , , , , , , , , 
Iran (Islamic Republic of), Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.02, , , , , , , , , , , , , , , , , , , 
Iran (Islamic Republic of), Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.24, , 1, 1, 1, 1, , , 1.05, 1.07, , 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1
Iraq, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.45, , , , , , , , , , 0.17, , , , , 2.14, , , , , , , , , , 9.7, , , , , , , , , , , , , , 2.1, 1.86, 2.05, 4.71, 5.4, 5.49, 
Iraq, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 0.31, , , , , , , , , , , , , , , 5.92, , , , , , , , , , , , , , , , , , , , , , , , , 
