Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Iraq, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.42, 0.39, 0.37, 0.34, , 0.28, 0.25, 0.23, 0.2, , 0.56, 0.96, 1.35, 1.75, , 2.9, 3.65, 4.41, 5.16, , 6.68, 7.43, 8.19, 8.94, , 9.16, 8.61, 8.07, 7.53, 6.99, 6.44, 5.9, 5.36, 4.81, 4.27, 3.73, 3.19, 2.64, , , , , , , 5.49
Ireland, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.51, 0.52, 0.52
Ireland, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, 0.53, , 0.49, 0.45, 0.42, 0.38, 0.34, 0.31, 0.27, 0.23, 0.2, 0.16, 0.12, 0.09, , 0.09, 0.13, 0.18, 0.22, 0.26, 0.3, 0.34, 0.39, 0.43, 0.47, , , 
Ireland, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , 0.53, , , , , , , , , , , , , , 0.53, , , , , , , , , , , , , 0.05, , , , , , , , , , , , , 
Israel, Industrial water withdrawal, 10^9 m3/year, , , , , , , 0.07, , , , , , , , , , 0.09, , , , , , , , , , 0.11, , , , , , , , , , 0.12, , 0.12, 0.12, 0.11, , , , , , 0.13, , , , , 0.11, 0.05, , 0.1, , 
Israel, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Israel, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 0.08, 0.08, 0.08, 0.08, , 0.08, 0.09, 0.09, 0.09, , 0.09, 0.09, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, , 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.12, 0.12, , 0.12, , , , 0.12, 0.12, 0.12, 0.12, 0.13, , 0.13, 0.12, 0.12, 0.12, , , , , 0.1, 0.1
Italy, Industrial water withdrawal, 10^9 m3/year, , , , , , , 9, , , , , , , , , , 15.17, , , , , , , , , , 12.5, , , , , , , , , , , , , , , , , , , , , , , 7.7, , , , , , , 
Italy, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , 12.09, , , , , , , , , , 13.84, , , , , , , , , , , , , , , 16.29, , , , , , , , , , , , , , , , , , , , 
Italy, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 9.62, 10.24, 10.85, 11.47, , 12.71, 13.32, 13.94, 14.55, , 14.9, 14.64, 14.37, 14.11, , 13.57, 13.3, 13.04, 12.77, , 12.88, 13.26, 13.64, 14.02, 14.39, 14.77, 15.15, 15.53, 15.91, , 15.63, 14.97, 14.31, 13.65, 12.99, 12.33, 11.66, 11, 10.34, 9.68, 9.02, 8.36, , 7.7, 7.7, 7.7, 7.7, 7.7, 7.7, 7.7
Jamaica, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , , , , , , , , , , , 0.96, 0.48, 1.1, , , , 
Jamaica, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , 
Jamaica, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.08, , 0.17, 0.27, 0.37, 0.47, 0.57, 0.67, 0.76, 0.86, , , , 1.1, 1.1, 1.1, 1.1
Japan, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 16.5, , , , , , , , , , , , 15.8, , , , , , , , , , , , , , , , , , , , , , , , 11.2, 11, 10.6, 10.3, 
Japan, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.8, , , , , , , , , , , , , , , , , , , , 
Japan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 16.44, 16.38, 16.32, 16.27, 16.21, 16.15, 16.09, 16.03, 15.97, 15.92, 15.86, , 15.2, 14.61, , 14.37, 14.73, 15.08, 15.44, , 14.06, , 12.41, 12.5, 12.6, 12.69, , 12.2, , 11.55, 11.49, 11.43, 11.38, 11.32, 11.26, , , , , 10.3
Japan, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 14.01, , , , , , , 12.32, , , , , 12.78, , 11.61, , , , , , , , , , , 
Jordan, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.03, , , , , , , , , , 0.02, , , , , 0.04, , 0.03, , , , , , , , 0.04, 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, 0.05, 0.04, 0.04, 0.04, 0.04, 0.03, 0.04, 0.05, 0.04, 0.03, 0.03, 0.03, 0.04, 
Jordan, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Jordan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, , 0.02, 0.02, 0.02, 0.02, , 0.03, 0.03, 0.03, 0.04, , 0.04, , 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, , , , , , , , , , , , , , , , , , , , , 0.04
Kazakhstan, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.68, , , , , 4.83, 4.69, 4.81, 4.9, 5.02, 4.71, 5.33, 5.81, 5.79, 5.95, 6.72, 6.32, 6.42, 6.55, 7.38, 6.12, 6.98, 6.98, 4.94, 4, 4.54
Kazakhstan, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.04, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Kazakhstan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.86, , 5.51, 5.34, 5.17, 5, , , , , , , , , , , , , , , , , , , , , 
Kenya, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , 0.1, , , , , , , 0.13, , , , , , 0.3, , , , 
Kenya, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.08, 0.08, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.1, 0.1, 0.1, , 0.1, 0.11, 0.11, 0.11, 0.12, 0.12, , 0.13, 0.13, 0.13, 0.13, 0.13, , 0.3, 0.3, 0.3, 0.3
Kuwait, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , 
Kuwait, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , 0.02, , , , , , , , , , , , , , , 
Kuwait, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.02, , 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Kyrgyzstan, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, , , , , , , , , , , , 0.34, , , , , , , , , , , , , , 
Kyrgyzstan, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.31, , , , , , , , , , , , , , , , , , , , 
Kyrgyzstan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, 0.3, 0.3, 0.3, 0.31, , 0.31, 0.32, 0.32, 0.33, 0.33, , 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34
Lao People's Democratic Republic, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lao People's Democratic Republic, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.17, , , , , , , , , , , , , , , , , 
Lao People's Democratic Republic, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.1, 0.11, 0.11, 0.12, 0.12, 0.13, 0.13, 0.13, 0.14, 0.14, 0.15, 0.15, 0.16, 0.16, 0.17, , 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17
Latvia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.03, 0.04, 0.04, 0.04, 0.04
Latvia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, 0.05, 0.05, 0.05, , , , , , , , , 
Latvia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , 0.06, 0.05, , , , , , , 
Lebanon, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , 0.15, , , , , , , , , , 0.9, , , , , 
Lebanon, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , , 
Lebanon, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.05, 0.05, 0.05, 0.05, , 0.05, 0.06, 0.06, 0.07, 0.07, , 0.09, 0.11, 0.12, 0.14, , 0.23, 0.3, 0.38, 0.45, 0.53, 0.6, 0.68, 0.75, 0.82, , 0.9, 0.9, 0.9, 0.9, 0.9
Lesotho, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lesotho, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , 
Lesotho, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Liberia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Liberia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , 0.05, , , , , , , , , , , , , , , 
Liberia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.05, , 0.05, 0.05, 0.05, 0.05, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05
Libya, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , 0.1, , , , , , 0.13, , , , , , , , , , , , 0.28, , , , , , , , 
Libya, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.13, , , , , , , , , , , , , , , , , , , , , 
Libya, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.09, 0.09, , 0.11, 0.11, 0.12, 0.12, , , 0.14, 0.14, 0.14, 0.15, 0.15, 0.17, 0.19, 0.2, 0.22, 0.24, 0.26, , 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28
Lithuania, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.14, , , , , , , , , , , , , , , , , , , 0.17, 0.19, 0.12, 0.07, 0.06, , 
Lithuania, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.87, 3.61, 3.34, 3.08, 2.81, , 2.36, 2.18, 1.99, 1.81, 1.63, 1.45, 1.26, 1.08, 0.9, 0.72, 0.53, 0.35, , , , , , 0.06, 0.06
Lithuania, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.54, , , , , , , , , , , , , , , , , , , 
Luxembourg, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Luxembourg, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , , , , , , , , , , , , 
Luxembourg, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , 0.01, , , , , , , , , , , , , , , , , , , , , 
Madagascar, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Madagascar, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.13, , , , , 0.16, , , , , , , , , , , , , , , 
Madagascar, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , 0.01, 0.02, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.07, 0.08, 0.09, 0.1, 0.11, 0.11, 0.12, , 0.14, 0.14, 0.15, 0.16, , 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16
Malawi, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , 
Malawi, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , 0.04, , , , , 0.05, , , , , , , , , , , , , , , 
Malawi, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, , 0.03, 0.03, 0.03, , 0.03, 0.03, 0.04, 0.04, 0.04, , 0.04, 0.04, 0.04, 0.05, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05
Malaysia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 1, , , , , 1.64, , , , , , , , , , , , , , , , , , , , , , , , , 
Malaysia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.13, 1.26, 1.38, 1.51, , 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64
Maldives, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Maldives, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Maldives, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mali, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mali, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , , , , , , , , , , , , , , , 
Malta, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Malta, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Malta, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Malta, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mauritania, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mauritania, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , 0.03, , , , , , , , , , , , , , , 
Mauritania, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
Mauritius, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , 0.02, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Mauritius, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.05, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.04, 0.03, , 0.02, , , , , , , , , , , , , , , , 
Mexico, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.6, 6.9, 7.3, 7.3, 7.1, 7.2, 7.22, 7.4, 7.4, , 7.28, 7.4, 7.87, 7.72, 7.83, 7.95, 6.81, 8.48, 8.55, 8.55
Mexico, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7.34, , , , , , , , , , 
Monaco, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Monaco, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mongolia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , , , , , , , , , 0.22, , , 0.24, , , , , , 0.09, 0.17, , , , 
Mongolia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, 0.13, 0.14, 0.15, 0.16, 0.16, 0.17, 0.18, 0.19, 0.19, 0.2, 0.21, , 0.22, 0.23, , 0.21, 0.19, 0.16, 0.14, 0.11, , , 0.17, 0.17, 0.17, 0.17
Montenegro, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06
Montenegro, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.06, , , , , , , , , , , , 
Morocco, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.32, , , , , , , , 0.36, , 0.77, , , , , , , , 0.21, , , , , , , , , , 
Morocco, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.33, 0.33, 0.34, 0.34, 0.35, 0.35, 0.36, , 0.56, , 0.7, 0.63, 0.56, 0.49, 0.42, 0.35, 0.28, , 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21
Mozambique, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , 
Mozambique, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , 0.04, , , , , , , , , , , , , , , 
Mozambique, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.03, 0.03, 0.03, 0.03, , 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.03, 0.03
Myanmar, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , , , , , , , , , 0.33, , , , , , , , , , , , , , , , , , , , 
Myanmar, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.5, , , , , , , , , , , , , , , 
Myanmar, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.14, 0.15, 0.17, 0.18, 0.2, 0.22, 0.23, 0.25, 0.27, 0.28, 0.3, 0.32, , 0.37, 0.4, 0.43, 0.47, , 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5
Namibia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , 0.01, 0.01, , , , , , , , , , , , , , , , , , , , 
Namibia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , 
Namibia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Nepal, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nepal, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , 0.03, , , , , , , , , , , , , , , 
Nepal, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.02, 0.02, 0.03, 0.03, 0.04, , 0.04, 0.04, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
Netherlands (Kingdom of the), Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7.61, 7.07, 6.13, 6.11, 5.83, 6.18, 5.94
Netherlands (Kingdom of the), Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.22, 5.92, 5.61, 5.31, , 5.52, 6.03, 6.54, 7.05, , 8.22, 8.89, 9.55, , 9.92, , , 9.48, , 9.51, , 8.53, , , , , , , 
Netherlands (Kingdom of the), Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , 6.52, , , , , 5.01, , , , , 7.56, , , , 10.22, , 9.63, 9.38, , 9.58, , 9.45, , , , , , , , 
New Zealand, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
New Zealand, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , , , , , , , , , , , , , , , , 
New Zealand, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.2, 0.21, 0.22, 0.23, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.31, , 0.32, 0.45, 0.57, 0.69, 0.82, , 1, 1.06, 1.12, , 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18
New Zealand, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94, , , , 1.18, , , , , , , , , , 
Nicaragua, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , 
Nicaragua, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , 0.07, , , , , , , , , , , , 
