Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Iran (Islamic Republic of), Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 64.16, , 76, , , , , 83, , , , 86, , , , , , , , , , , , , , , , 
Iran (Islamic Republic of), Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 83.75, , , , , , , , , , , , , , , , , , , 
Iran (Islamic Republic of), Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 70.08, , 77.4, 78.8, 80.2, 81.6, , , 84.5, 85.25, , 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86
Iraq, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , 39.53, , , , , , , , , , 40, , , , , 39.38, , , , , , , , , , 52, , , , , , , , , , , , , , 36.6, 31.95, 35.27, 37.82, 30.71, 44.23, 
Iraq, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 39.77, , , , , , , , , , , , , , , 45.69, , , , , , , , , , , , , , , , , , , , , , , , , 
Iraq, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 39.58, 39.63, 39.67, 39.72, , 39.82, 39.86, 39.91, 39.95, , 39.88, 39.75, 39.63, 39.5, , 40.64, 41.9, 43.17, 44.43, , 46.95, 48.21, 49.48, 50.74, , 50.9, 49.8, 48.7, 47.6, 46.5, 45.4, 44.3, 43.2, 42.1, 41, 39.9, 38.8, 37.7, , , , , , , 44.23
Ireland, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, 0.04
Ireland, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 0.17, 0.17, 0.16, 0.16, 0.15, 0.15, 0.14, 0.14, 0.13, , 0.13, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.16, 0.16, 0.17, 0.17, 0.17, 0.18, , 0.17, 0.17, 0.16, 0.15, 0.15, 0.14, 0.14, 0.13, 0.12, 0.12, 0.11, 0.11, 0.1, 0.09, 0.09, 0.08, 0.08, 0.07, 0.06, 0.06, 0.05, 0.05, 0.04, , , 
Ireland, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , 0.18, , , , , , , , , , 0.13, , , , , , , , , , , , , , 0.18, , , , , , , , , , , , , , , , , , , , , , , , , , 
Israel, Agricultural water withdrawal, 10^9 m3/year, , , , , , , 1.25, , , , , , , , , , 1.24, , , , , , , , , , 1.22, , , , , , , , , , 1.14, , 1.02, 1.04, 1.13, , , , , 1.02, 1.1, , , , , 1.12, 1.25, 1, 1.17, 1.19, 1.2
Israel, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , 1.24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Israel, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 1.25, 1.25, 1.24, 1.24, , 1.24, 1.24, 1.24, 1.24, , 1.26, 1.28, 1.31, 1.33, 1.36, 1.38, 1.34, 1.3, 1.26, , 1.22, 1.22, 1.22, 1.22, 1.22, 1.2, 1.19, 1.17, 1.15, , 1.08, , , , 1.11, 1.08, 1.06, 1.04, , , 1.1, 1.11, 1.11, 1.11, , , , , , 
Italy, Agricultural water withdrawal, 10^9 m3/year, , , , , , , 25.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 17, , , , , , , 
Italy, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.01, , , , , , , 12.89, , , , , , , , , , , , , 
Italy, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 25.43, 25.26, 25.09, 24.92, 24.76, 24.59, 24.42, 24.25, 24.08, 23.91, 23.74, 23.57, 23.4, 23.23, 23.07, 22.9, 22.73, 22.56, 22.39, 22.22, 22.05, 21.88, 21.71, 21.55, 21.38, 21.21, 21.04, , , , 18.99, 17.98, 16.96, 15.94, 14.92, 13.91, , 13.57, 14.26, 14.95, 15.63, 16.32, , 17, 17, 17, 17, 17, 17, 17
Italy, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.87, 20.14, , , , , , , , , , , , , , , , , , , , , 
Jamaica, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7, , , , , , , , , , , , , , , , , , , , , 0.29, 0.14, 0.11, , , , 
Jamaica, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.45, , , , , , , , , , , , , 
Jamaica, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.68, 0.66, 0.64, 0.63, 0.61, 0.59, 0.57, 0.55, 0.54, 0.52, 0.5, 0.48, 0.47, , 0.43, 0.4, 0.38, 0.36, 0.34, 0.31, , , , 0.11, 0.11, 0.11, 0.11
Japan, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 58, , , , , , , , , , , , 58.6, , , , , , , , , , , , , , , , , , , , , , , , 53.8, 53.7, 53.5, 53.3, 
Japan, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 58.06, 58.13, 58.19, 58.25, 58.31, 58.38, 58.44, 58.5, 58.57, , 58.62, , 58.58, 58.55, , 58.7, , 58.33, 57.79, , 56.65, , 55.72, 55.39, 55.06, , , 54.47, , 54.34, 54.25, 54.16, 54.07, 53.98, 53.89, , , , , 53.3
Japan, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 58.63, , , , , 58.53, , 58.88, , , 57.24, , 56.05, , , , 54.73, 54.5, , 54.43, , , , , , , , , , , 
Jordan, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.29, , , , , , , , , , 0.46, , , , , 0.66, , 0.74, , , , , , , , 0.54, 0.49, 0.52, 0.51, 0.54, 0.61, 0.59, 0.59, 0.57, 0.5, 0.5, 0.51, 0.46, 0.48, 0.55, 0.51, 0.55, 0.55, 0.56, 0.57, 
Jordan, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 0.38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Jordan, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.31, 0.33, 0.34, 0.36, , 0.39, 0.41, 0.43, 0.44, , 0.5, 0.54, 0.58, 0.62, , 0.7, , 0.71, 0.69, 0.66, 0.64, 0.61, 0.59, 0.57, , , , , , , , , , , , , , , , , , , , , 0.57
Kazakhstan, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 27.41, , , , , 14, 14.01, 15.17, 15.69, 16.29, 17.67, 13.37, 14.46, 12.06, 13.06, 14.08, 13.1, 12.49, 13.69, 13.34, 13.23, 14.7, 15.12, 14.97, 15.79, 15.4
Kazakhstan, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 28.2, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Kazakhstan, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 27.8, , 24.73, 22.05, 19.36, 16.68, , , , , , , , , , , , , , , , , , , , , 
Kenya, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.57, , , , , , , , , , , , , 1.75, , , , , , , 1.91, , , , , , 3.23, , , , 
Kenya, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.01, , , , , , , , , , , , , , , , , , , , 
Kenya, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.51, 1.45, 1.4, 1.34, 1.29, 1.23, 1.18, 1.12, 1.07, , 1.26, 1.5, , 1.77, 1.79, 1.82, 1.84, 1.86, 1.88, , 1.91, 1.91, 1.91, 1.91, 1.91, , 3.23, 3.23, 3.23, 3.23
Kuwait, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.32, 0.32, , , , , , , , 0.49, , , , , , , , , , , , , 0.69, 0.72, 0.78, , , 
Kuwait, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.34, 0.37, 0.39, 0.41, 0.43, 0.45, 0.47, , 0.51, 0.52, 0.54, 0.55, 0.57, 0.58, 0.6, 0.61, 0.63, 0.64, 0.66, 0.67, , , , 0.78, 0.78, 0.78
Kyrgyzstan, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.5, , , , , , , , , , , , 7.45, , , , , 7.1, , , , , , , , , 
Kyrgyzstan, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.45, , , , , , , , , , , , , , , , , , , , 
Kyrgyzstan, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.49, 9.48, 9.47, 9.47, 9.46, , 9.12, 8.78, 8.45, 8.11, 7.78, , 7.38, 7.31, 7.24, 7.17, , 7.1, 7.1, 7.1, 7.1, 7.1, 7.1, 7.1, 7.1, 7.1
Lao People's Democratic Republic, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7.27, 7.55, 7.36, 7.02, 7.02, 7.05, 
Lao People's Democratic Republic, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.19, , , , , , , , , , , , , , , 
Lao People's Democratic Republic, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.65, 4.1, 4.55, 5, 5.46, 5.91, 6.36, 6.82, , , , , , , 7.05
Latvia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , 0.04, 0.05, 0.06, 0.05, 0.05, 0.05, 0.06
Latvia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.04, 0.05, , , , , , , , , 0.05, 0.05, 0.04, 0.04, , , , , , , , , 
Latvia, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, 0.05, 0.05, 0.05, 0.04, 0.05, 0.05, 0.05, , , , , 0.04, 0.04, , , , , , , 
Lebanon, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.64, , , , , , , , , , , , , , , , , , , 0.88, , , , , , , , , , , 0.78, , , , , , , , , , 0.7, , , , , 
Lebanon, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92, , , , , , , , , , , , , , , , , , , , 
Lebanon, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.65, 0.66, 0.68, 0.69, 0.7, 0.71, 0.73, 0.74, 0.75, 0.76, 0.78, 0.79, 0.8, 0.81, 0.83, 0.84, 0.85, 0.86, , 0.88, 0.89, 0.9, 0.91, 0.91, , 0.89, 0.86, 0.84, 0.81, , 0.77, 0.76, 0.76, 0.75, 0.74, 0.73, 0.72, 0.72, 0.71, , 0.7, 0.7, 0.7, 0.7, 0.7
Lesotho, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lesotho, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lesotho, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.01, 0.01, 0.01, 0.01, 0.01, , , , , , , , , , , , , , , , , , , , , , 
Liberia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Liberia, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , 
Liberia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.07, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Libya, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 1.97, , , , , 4.28, , , , 4, , , , , , 3.58, , , , , , , , , , , , 4.85, , , , , , , , 
Libya, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.65, , , , , , , , , , , , , , , , , , , , , 
Libya, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 2.43, 2.89, 3.35, 3.82, , 4.21, 4.14, 4.07, , 3.93, 3.86, 3.79, 3.72, , , 3.67, 3.76, 3.85, 3.94, 4.03, 4.15, 4.27, 4.38, 4.5, 4.62, 4.73, , 4.85, 4.85, 4.85, 4.85, 4.85, 4.85, 4.85, 4.85
Lithuania, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, , 
Lithuania, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , 
Lithuania, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.02, 0.02, , , 0.07, , , , , , , , 0.07, 0.07, 0.06, , , , , , , 0.06, 0.06
Lithuania, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, , , , , , , , , , , 
Luxembourg, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Luxembourg, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Luxembourg, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Madagascar, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , 16.14, , , , , , , , , , , , , , , , , , , , , 13, , , , , , , , , , , , , , , 
Madagascar, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 13, , , , , , , , , , , , , , , , , , , , 
Madagascar, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , 15.94, 15.75, 15.55, 15.36, 15.16, 14.96, 14.77, 14.57, 14.37, 14.18, 13.98, 13.79, 13.59, 13.39, 13.2, , 13, 13, 13, 13, , 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13
Malawi, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.81, , , , , , , , , , , , , , , , , , , , , , , , , , 
Malawi, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.17, , , 1.17, , , , , , , , , , , , , , , 
Malawi, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.85, 0.9, 0.94, 0.99, 1.03, 1.08, 1.12, , 1.17, 1.17, , 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17
Malaysia, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , 8.3, , , , , , 2.5, , , , , , , , , , , , , , , , , , , , , , , , 
Malaysia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 7.33, 6.37, 5.4, 4.44, 3.47, , 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5
Maldives, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Maldives, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Maldives, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mali, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 1.32, , , , , , , , , 3.73, , , , , 4.99, , , , , 5.08, , , , , , , , , , , , , , 
Mali, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 1.59, 1.85, 2.12, 2.39, 2.66, 2.92, 3.19, 3.46, , 3.98, 4.23, 4.48, 4.74, , 5.01, 5.02, 5.04, 5.06, , 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08, 5.08
Malta, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.02
Malta, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.02, 0.02, , , , , , , , , , 0.02, 0.02, , , , , , , , , 
Malta, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , , 0.02, 0.03, , , , , , , 
Mauritania, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 0.61, , , , , 1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mauritania, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.5, , , , 1.22, , , , , , , , , , , , , , , , 
Mauritania, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.79, 0.97, 1.15, 1.32, , 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, , 1.43, 1.36, 1.29, , 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22
Mauritius, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , 0.28, , , , , , , , , , , , , , , , , , , , , 0.46, , , , , , , , 0.49, , 0.47, 0.45, 0.42, 0.51, 0.4, 0.4, 0.36, 0.36, 0.38, 0.37, 0.34, 0.36, 0.34, 0.3, 0.3, 0.3
Mauritius, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.44, 0.44, 0.45, 0.45, 0.46, , 0.46, 0.46, 0.46, 0.46, 0.46, 0.47, 0.48, , 0.48, , , , , , , , , , , , , , , , 
Mexico, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 52.6, 56.1, 56.9, 57.5, 58.7, 59.4, 60.57, 61.2, 61.8, , 61.58, 63.35, 61.82, 65.16, 65.36, 66.05, 66.8, 67.26, 67.65, 67.83
Mexico, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 61.55, 60.6, 59.66, 58.71, , , , , , , , , , , 61.69, , , , , , , , , , 
Mexico, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 62.5, , , , , 57.76, , , , , , , , , , , , , , , , , , , , 
Monaco, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Monaco, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mongolia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, , , , , , , , , , , , , 0.22, , , 0.24, , , , , , 0.26, 0.25, , , , 
Mongolia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.22, 0.22, 0.22, 0.22, , 0.23, 0.24, , 0.25, 0.25, 0.25, 0.26, 0.26, , , 0.25, 0.25, 0.25, 0.25
Montenegro, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Montenegro, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Montenegro, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, , , , , , , , , , , , , 
Morocco, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.18, , , , , , , , 11.01, , 11.05, , , , , , , , 9.16, , , , , , , , , , 
Morocco, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , 8.9, , , , 9.98, 9.88, , , , , , , , , , , , , , , , , , , , , , , , , 
Morocco, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 9.54, , 10.08, , , 10.11, 10.33, 10.56, 10.78, , 11.03, , 10.81, 10.58, 10.34, 10.1, 9.87, 9.63, 9.39, , 9.16, 9.16, 9.16, 9.16, 9.16, 9.16, 9.16, 9.16, 9.16, 9.16
Mozambique, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.54, , , , , , , , , , , , , , , , , , , , , , , , , 1.08, , , , , 
Mozambique, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.69, , , , , , , , , , , , , , , , , , , 
Mozambique, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.55, 0.57, 0.58, 0.59, 0.61, 0.62, 0.64, 0.65, 0.66, 0.68, , 0.72, 0.75, 0.77, 0.8, 0.83, 0.86, 0.88, 0.91, 0.94, 0.97, 0.99, 1.02, 1.05, , 1.08, 1.08, 1.08, 1.08, 1.08
Myanmar, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 29.57, , , , , , , , , , , , , , , , , , , , 
Myanmar, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , 27.86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Myanmar, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 27.99, 28.12, 28.25, 28.39, 28.52, 28.65, 28.78, 28.91, 29.04, 29.18, 29.31, 29.44, , 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57, 29.57
Namibia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , , 0.17, , , , , , , , 0.21, 0.21, , 0.2, , , , , , , , , , , , , , , , , , 
Namibia, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , 0.16, , , , , 0.19, , , , , , , , , , , , , , , , , , , , , , , , , 
Namibia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.12, 0.13, 0.14, 0.15, , , 0.18, 0.18, 0.19, , 0.2, 0.2, 0.21, , , 0.21, , 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2
Nepal, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.32, , , , , , 9.32, , , , , , , , , , , , , , 
Nepal, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.32, 9.32, 9.32, 9.32, 9.32, , 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32, 9.32
Netherlands (Kingdom of the), Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.11, 0.08, 0.12, 0.3, 0.25, 0.31
Netherlands (Kingdom of the), Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, 0.22, 0.24, , , 0.19, 0.16, 0.12, 0.09, , , , , , , , , , , , , , , , , , , , 
