Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Congo, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Costa Rica, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.67, 1.73, 1.94, 2.3, , 2, 2.1, 2.07, 2.08
Costa Rica, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.15, , , , 
Croatia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , , , 0.01, , , , , 0.08, , , 0.08, 0.08, 0.08
Croatia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.04, 0.05, 0.06, , 0.08, 0.08, , , 
Croatia, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, , , , , , , , , , , 
Cuba, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.67, , , , , , , , , , , 2.8, 2.48, 3.28, 3.6, 3.57, , , 4.52, , , , , , , 
Cuba, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.68, 2.69, 2.7, 2.71, 2.73, 2.74, 2.75, 2.76, 2.77, 2.79, , , , , , 3.89, 4.2, , 4.52, 4.52, 4.52, 4.52, 4.52, 4.52, 4.52
Cyprus, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.13, , , , , 0.14, , , , , 0.15, , , , , 0.17, , , 0.16, , , , , , , , , , , , , , , , , , , , , 0.18, 0.2, 0.2, 0.19, 0.17, 0.17, 0.17
Cyprus, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.13, 0.13, 0.14, 0.14, , 0.14, 0.15, 0.15, 0.15, , 0.16, 0.16, 0.16, 0.16, , 0.16, 0.16, , 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, , , , , , , , , , , , , , , , , , , , , 
Cyprus, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.14, 0.14, 0.16, 0.18, 0.2, 0.17, 0.15, 0.14, 0.11, 0.14, 0.15, 0.16, 0.17, 0.17, , , , , , , 
Czechia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , 0.05, 0.05, 0.05, 0.05, 0.05, 0.04, 0.04
Czechia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , 0.03, , 0.02, 0.02, , , , 0.02, 0.02, 0.03, 0.03, , , , , , , , , , , , , , 
Czechia, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , 0.02, , , 0.01, 0.01, 0.02, , , , , 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, , , , , , , 
Côte d'Ivoire, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.47, , , , , , , 0.8, , , , , , , , , , , , , , , , , , , , 0.6, , , , , , 
Côte d'Ivoire, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, , , , , 0.6, , , 0.6, , , , , , , , , , , , 
Côte d'Ivoire, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.56, 0.65, 0.74, 0.75, 0.77, 0.78, , 0.77, 0.73, 0.7, 0.67, 0.63, , 0.6, 0.6, 0.6, 0.6, , 0.6, 0.6, , 0.6, 0.6, 0.6, 0.6, 0.6, , 0.6, 0.6, 0.6, 0.6, 0.6, 0.6
Democratic People's Republic of Korea, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.61, , , , , , , , , , 6.61, , , , , , , , , , , , , , , 
Democratic People's Republic of Korea, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, , 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61, 6.61
Democratic Republic of the Congo, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , , , , , , , 
Democratic Republic of the Congo, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , 0.07, , , , , , , , , , , , , , , 
Democratic Republic of the Congo, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.08, 0.08, 0.07, , 0.07, 0.07, 0.07, 0.07, , 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07
Denmark, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , 0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.39, 0.46, 0.48, 0.66, 0.51, 0.53
Denmark, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 0.24, 0.29, 0.35, 0.4, , 0.46, 0.46, 0.46, 0.46, , 0.51, 0.56, 0.6, 0.65, , 0.63, 0.57, , 0.48, , 0.43, 0.4, 0.36, 0.33, , 0.33, , 0.31, 0.25, , 0.18, , , , , , , , , , , , , , , , , , , 
Denmark, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , 0.18, , , , , 0.46, , , , , 0.46, , , , , 0.7, , , , , 0.47, , , , , 0.29, , 0.37, , , 0.19, , 0.17, 0.17, 0.2, 0.17, 0.24, 0.12, 0.24, 0.23, 0.24, 0.24, 0.19, 0.33, 0.35, , , , , , 
Djibouti, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Djibouti, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dominica, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dominica, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dominican Republic, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.71, , , , , 7.56, , , , , 
Dominican Republic, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.2, , , , , 4.49, , , , , , , , , , , , , , , 
Dominican Republic, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.26, 4.31, 4.37, 4.43, , 4.73, 4.98, 5.22, 5.47, , 6.08, 6.45, 6.82, 7.19, , 7.56, 7.56, 7.56, 7.56, 7.56
Ecuador, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.08, , , , , 8.08, , , , , , , , , , , , , , , 
Ecuador, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.08, 8.08, 8.08, 8.08, , 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08, 8.08
Egypt, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 47.4, , , , , , , 59, , , , , , , , , , 67, 60.9, 61.5, 62.1, 62.35, 62.35, 62.15, 61.35, , , 
Egypt, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.71, , , , , , , , , , , , , , , , , , , , , , , , , 
Egypt, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 49.05, , 52.37, 54.03, 55.68, 57.34, , 59.8, 60.6, 61.4, 62.2, 63, 63.8, 64.6, 65.4, 66.2, , , , , , , , , 61.35, 61.35, 61.35
El Salvador, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.34, , , , , , , , , , , , , 1.43, , , , , , , , , , , , , , , 
El Salvador, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.76, , , , , , , , , , , , , , , , , , , , 
El Salvador, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.39, 0.44, 0.49, 0.55, 0.6, 0.65, 0.71, , 0.89, 1.03, 1.16, 1.3, , 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43, 1.43
Equatorial Guinea, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Equatorial Guinea, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Equatorial Guinea, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eritrea, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.55, , , , , , , , , , , , , , , , 
Eritrea, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, , , , , , , , , , , , , , , , , , , , 
Eritrea, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.35, 0.42, 0.48, , 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55
Estonia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , 0.01, , , , , , 
Estonia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.02, 0.03, 0.03, , , , , , , , , , , , , , , , , , , , , 
Estonia, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.03, 0.05, 0.07, 0.01, 0.01, 0.01, , , , , , , , , , , , , 
Eswatini, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 0.63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eswatini, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.01, , , , , , , , , , , , , , , , , , , , 
Eswatini, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.65, 0.67, 0.69, 0.71, 0.72, 0.74, 0.76, 0.78, 0.8, 0.82, 0.84, 0.86, 0.87, 0.89, 0.91, 0.93, 0.95, 0.97, 0.99, , 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01
Ethiopia, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.2, , , 7, , , , , , , , , , , 9.69, , , , 
Ethiopia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.8, 6.4, , 7.24, 7.49, 7.73, 7.98, 8.22, 8.47, 8.71, 8.95, 9.2, 9.44, , 9.69, 9.69, 9.69, 9.69
Fiji, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fiji, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , 0.05, , , , , , , , , , , , , , , 
Fiji, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.05, 0.05, , 0.05, 0.05, 0.05, 0.05, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05
Finland, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, 0.4, 0.4, 1, 
Finland, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.03, 0.04, 0.04, , 0.05, 0.05, 0.05, 0.05, , , , , , , 0.08, 0.11, 0.15, 0.18, 0.21, 0.24, 0.27, 0.3, 0.34, 0.37, , , , , 1
Finland, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , 0.05, , , , , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, , , , , , , , , , , , , , , 
France, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.14, 3.03, 3.04, 2.91, 2.78, 2.11, 3.21, 3.11, 2.94, 2.99, 3.18, 
France, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 4.9, , 4.61, 4.29, 3.98, 3.66, , 3.86, 4.36, , , , , , , , , , , , , , , , , , , , , 3.18
France, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 4.88, , 4.92, , , , , 3.35, , , 4.87, 4.77, 4.29, 5.52, 5.15, 4.7, 4.76, 3.93, 2.59, , , , , , , , , , , , 
Gabon, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gabon, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , 0.04, , , , , , , , , , , , , , , 
Gabon, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, 0.04, , 0.04, 0.04, 0.04, 0.04, , 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04
Gambia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gambia, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , 
Gambia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, , 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04
Georgia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.05, , , , , , , , , , , 0.45, 0.49, 0.46, 0.59, 0.71
Georgia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.91, 1.85, 1.78, 1.71, 1.65, 1.58, 1.52, 1.45, 1.38, 1.32, 1.25, 1.19, 1.12, , 1.06, 1.06, 1.06, 0.98, 0.91, 0.83, 0.75, 0.68, 0.6, 0.52, , , , , 
Germany, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.27, 1.15, 1.02, 0.89, 0.76, 0.61, 0.46, 0.31, 0.31, 0.31, 0.31, , , 0.27, , , 0.26, , , 0.32, , , 0.38, , , 0.4, , , , 
Germany, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.3, 0.29, , 0.27, 0.27, , 0.28, 0.3, , 0.34, 0.36, , 0.39, 0.39, , 0.4, 0.4, 0.4, 0.4
Ghana, Agricultural water withdrawal, 10^9 m3/year, , , , , , , 0.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.07, , , , 
Ghana, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.65, , , , , , , , , , , , , , , , , , , , 
Ghana, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 0.17, 0.19, 0.21, 0.22, 0.24, 0.26, 0.27, 0.29, 0.3, 0.32, 0.34, 0.35, 0.37, 0.39, 0.4, 0.42, 0.44, 0.45, 0.47, 0.49, 0.5, 0.52, 0.54, 0.55, 0.57, 0.59, 0.6, 0.62, 0.64, , 0.68, 0.7, 0.73, 0.76, 0.78, 0.81, 0.83, 0.86, 0.89, 0.91, 0.94, 0.97, 0.99, 1.02, 1.04, , 1.07, 1.07, 1.07, 1.07
Greece, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.11, 8.11, 8.11, 8.11, 8.11
Greece, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 2.66, 2.89, 3.12, 3.35, , 3.7, 3.83, 3.96, 4.09, 4.22, 4.29, 4.37, 4.45, 4.52, , 5.22, 5.84, 6.46, 7.08, , 7.8, , 7.8, 7.7, , 7.6, , 8.09, 8.58, , , , , , , , , 8.41, 8.37, 8.33, , , , , , , , , , 
Greece, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , 2.42, , , , , 3.58, , , , , , , , , , 4.6, , , , , 7.7, , 7.9, , , 7.6, , 7.6, , , 9.07, 8.94, 8.42, 8.53, 8.62, 8.7, 8.46, 8.46, , , , 8.28, 8.28, 8.28, 8.28, 8.28, , , , , 
Grenada, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Grenada, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guatemala, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.47, , , , , 1.89, , , , , , , , , , , , , , 
Guatemala, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.55, 1.64, 1.72, 1.8, , 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89
Guinea, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, , 0.6
Guinea, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, , , , , , , , , , , , , , , , , , , 
Guinea, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.62, 0.59, 0.57, 0.54, 0.52, 0.49, 0.47, 0.44, 0.42, 0.39, 0.37, 0.34, 0.32, , 0.31, 0.33, 0.35, 0.37, 0.38, 0.4, 0.42, 0.44, 0.46, 0.47, 0.49, 0.51, 0.53, 0.55, 0.56, 0.58, , 0.6, 
Guinea-Bissau, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.14, , , , 0.14, , , , , , , , , , , , , , , , , , , , 
Guinea-Bissau, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.06, 0.09, 0.12, , 0.14, 0.14, 0.14, , 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14
Guyana, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.44, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guyana, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.6, , , , , , , , , , 1.36, , , , , , , , , , 
Guyana, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.46, 1.48, 1.5, 1.52, 1.54, 1.56, 1.58, , 1.58, 1.55, 1.53, 1.51, 1.48, 1.46, 1.43, 1.41, 1.39, , 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36
Haiti, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92, , , , 1.17, , , , , , , , , , , , , , , , , , , , , , , , , 
Haiti, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.21, , , , , , , , , , , 
Haiti, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.99, 1.05, 1.11, , 1.17, 1.17, 1.18, 1.18, 1.18, 1.19, 1.19, 1.19, 1.19, 1.2, 1.2, 1.2, 1.21, , 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21
Honduras, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.18, , , , , , , , , , , , , , , , , 
Honduras, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18, 1.18
Hungary, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 2.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.5, 0.5, 0.49, 0.55
Hungary, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.55, 0.43, , , , 
Hungary, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , 0.71, 0.76, 0.8, 0.85, , 0.93, 0.97, 1, 1.04, 1.08, 1.32, 1.56, 1.8, 2.04, , 2.1, 1.9, 1.71, 1.52, 1.33, 1.14, , 0.83, 0.7, 0.58, , 0.43, , , , , , , , , , 0.31, 0.31, 0.31, 0.32, 0.32, , 0.4, 0.47, , , , , , 
Hungary, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , 0.67, , , , , 0.89, , , , , , , , , , , , , , , , , 0.95, , , , 0.46, , 0.41, 0.44, 0.72, 0.72, 0.68, 0.67, 0.6, 0.31, 0.31, , , , , , 0.32, , , , , , , , 
Iceland, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Iceland, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.04, , 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, , 0.07, , 0.07, , 0.06, 0.05, 0.04, 0.02, 0.01, , , , , , , , , , , 
Iceland, Agricultural water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , 0.07, , 0.07, , 0.07, , , , , , , , , , , , , , , , 
India, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , 353.4, , , , , , , , , , 470, , , , , 460, , , , , , , , , , , , , , , , , , , , 688, , , , , , , , , , 
India, Agricultural water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 411.7, , , , , , 468, , , , , , , , , , , , , , 558.4, , , , , , , , , , , , , , , , , , , , 
India, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 365.06, 376.72, 388.38, 400.04, , 423.36, 435.02, 446.68, 458.34, , , 466, 464, 462, , 469.84, 479.68, 489.52, 499.36, 509.2, 519.04, 528.88, 538.72, 548.56, , 571.36, 584.32, 597.28, 610.24, 623.2, 636.16, 649.12, 662.08, 675.04, , 688, 688, 688, 688, 688, 688, 688, 688, 688, 688
Indonesia, Agricultural water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 69.24, , , , , , , , , , 92.76, , , , , , , , , , , , , , 184.5, , 189.7, , , , 
Indonesia, Agricultural water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 71.59, 73.94, 76.3, 78.65, 81, 83.35, 85.7, 88.06, 90.41, , 99.31, 105.87, 112.42, 118.97, 125.52, 132.08, 138.63, 145.18, 151.74, 158.29, 164.84, 171.39, 177.95, , 187.1, , 189.7, 189.7, 189.7, 189.7
