Country, Variable, Unit, Symbol, "1964", "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Eswatini, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 1117.62, 1111.56, 1104.3, 1096.05, 1087.02, 1077.49, 1067.59, 1057.6, 1048.12, 1039.75, 1032.93, 1027.78, 1024.23, 1022.02, 1020.8, 1020.4, 1020.62, 1021.61, 1024.07, 1028.81, 1036.37, 1033.14, 1032.72, 1034.02, 1035.58, 1036.31, 1030.8, 1024.31, 1017.2, 1009.96, 1002.97, 996.24, 989.54, 982.66, 975.33, 967.35, 958.71, 949.5, 939.91, 930.21, 920.56
Ethiopia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 79.24, 87.65, 95.55, 102.97, 103.27, 103.5, 103.65, 103.69, 103.63, 103.47, 103.22, 102.9, 102.55, 102.18, 101.83, 99.14, 96.57, 94.11, 91.75
Fiji, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 41.56, 47, 52.38, 57.55, 62.43, 67.01, 71.34, 75.55, 79.72, 83.88, 88.01, 92.16, 96.39, 100.74, 101.16, 101.78, 102.47, 103.02, 103.33, 102.55, 101.53, 100.43, 99.46, 98.74, 98.33, 98.14, 98.08, 97.99, 97.74, 97.32, 96.76, 96.1, 95.4, 94.71
Finland, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 715.47, 723.64, 731, 737.9, 744.87, 752.32, 756.16, 760.49, 764.99, 769.18, 772.73, 781.74, 790.06, 798, 806.02, 814.46, 744.25, 675, 606.36, 537.98, 469.75, 477.13, 484.17, 491.03, 497.97, 505.18, 490.85, 476.93, 463.28, 449.77, 452.31, 447.47, 442.63, 437.99, 433.27, 428.43, 1243.39, 429.84, 430.05, 430.17, 430.23, 430.23, 431.92, 433.64, 431.37, 432.06, 418.36, 417.32, 507.01, 632.66, 631.69
France, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 574.92, 586.72, 598.22, 609.45, 620.5, 631.44, 638.22, 644.91, 651.57, 658.28, 665.12, 679.07, 686.32, 652.69, 619.38, 586.35, 553.61, 521.12, 532.67, 543.79, 554.33, 551.09, 541.22, 563.63, 559.44, 554.17, 537.82, 507.62, 467.31, 455.4, 454.49, 476.83, 441.49, 425.04, 425.23, 436.22, 408.84, 415.56, 414.26, 403.38, 402.49
Gabon, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 68.66, 71.94, 75, 77.85, 80.5, 82.98, 85.29, 87.46, 89.5, 91.42, 93.21, 94.89, 96.46, 97.94, 98.62, 99.21, 99.69, 99.97, 100.03, 97.26, 94.46, 91.6, 88.66, 85.65, 82.57, 79.5, 76.55, 73.84, 71.42, 69.28, 67.37, 65.64, 64.03, 62.5
Gambia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , 29.49, 34.25, 38.54, 42.28, 45.43, 48.04, 50.27, 52.31, 54.29, 56.28, 58.25, 60.18, 61.98, 63.63, 65.11, 66.45, 67.65, 68.71, 68.68, 68.17, 67.61, 67.01, 66.41, 65.81, 63.84, 61.96, 60.14, 58.38, 56.66, 54.97, 53.33, 51.74, 50.2, 48.71, 47.27, 45.89, 44.56, 43.28, 42.04
Georgia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 595.31, 576.36, 558.55, 540.92, 523.36, 505.62, 486.52, 464.65, 439.12, 441.01, 440.18, 437.38, 433.88, 430.62, 433.52, 436.7, 440.06, 435.4, 430.41, 425.12, 419.67, 414.01, 408.11, 401.95, 395.51, 342.89, 322.54, 393.35, 414.55
Germany, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , 644.66, 624.64, 615.94, 608.66, 601.82, 587.35, 582.1, 562.72, 557.45, 551.95, 538.95, 524.66, 510.42, 496.49, 485.36, 474.73, 464.42, 467.1, 469.53, 471.42, 436.55, 401.27, 365.7, 359.54, 353.15, 346.53, 344.58, 342.65, 341.03, 339.95
Ghana, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 34.34, 35.97, 37.43, 38.78, 40.1, 41.42, 42.79, 44.17, 45.5, 46.7, 47.7, 48.47, 49.05, 49.49, 49.84, 50.14, 50.42, 50.65, 50.85, 50.99, 51.08, 51.12, 51.12, 51.09, 51.06, 51.04, 51.03, 51.02, 51.02, 50.99, 50.94, 51.08, 51.18, 51.25, 51.26, 51.23, 51.15, 51.03, 50.88, 50.73, 50.58, 50.55, 50.6, 50.27, 49.99, 51.65, 51.42, 50.29, 49.2, 48.15, 47.13
Greece, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 491.02, 488.52, 485.81, 482.68, 478.9, 474.35, 485.22, 495.03, 504.26, 513.59, 523.53, 527.91, 533.07, 538.86, 545.03, 551.35, 612.34, 673.07, 733.15, 791.91, 768.83, 852.7, 771.38, 838.15, 821.56, 724.68, 801.2, 797.25, 837.3, 877.35, 917.27, 901.73, 828, 858.67, 858.83, 860.02, 850.95, 865.95, 873.87, 881.98, 889.44, 895.92, 921.52, 924.07, 926.7, 929.48, 954.86, 958.8, 961.96, 965.77, 971.12
Grenada, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 95.55, 99.64, 103.73, 107.79, 111.75, 115.57, 119.23, 122.75, 126.14, 129.47, 128.65, 127.88, 127.17, 126.51, 125.89, 125.31
Guatemala, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 203.56, 213.51, 222.88, 231.73, 240.13, 248.12, 242.63, 237.33, 232.19, 227.2, 222.37, 217.68, 213.14, 208.76, 204.53, 200.45, 196.52, 192.73, 189.07, 185.54
Guinea, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 127.56, 121.62, 115.95, 110.62, 105.63, 100.93, 96.48, 92.21, 88.11, 84.15, 80.35, 76.74, 73.35, 70.19, 66.22, 67.51, 68.75, 69.91, 70.93, 71.44, 71.83, 72.13, 72.38, 72.6, 72.81, 72.99, 73.1, 73.09, 72.93, 72.62, 72.2, 71.69, 69.69, 67.77
Guinea-Bissau, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , 16.64, 47.32, 76.63, 104.69, 131.62, 157.54, 154.52, 151.6, 148.67, 145.68, 145.06, 144.29, 143.38, 142.37, 141.27, 137.92, 134.6, 131.31, 128.04, 124.79, 121.56, 118.38, 115.27, 112.26, 109.37, 106.6, 103.93, 101.37, 98.91, 96.54
Guyana, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1950.3, 1965.8, 1983.14, 2006.46, 2037.34, 2074.62, 2116.01, 2157.6, 2196.29, 2180.12, 2160.72, 2139.08, 2116.78, 2094.98, 2062.72, 2030.61, 1997.95, 1963.84, 1927.72, 1921.07, 1912.5, 1902.71, 1892.5, 1882.51, 1872.91, 1863.6, 1854.54, 1845.63, 1836.75
Haiti, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , 136.5, 144.28, 151.76, 158.95, 165.87, 164.37, 162.9, 161.48, 160.1, 158.75, 157.45, 156.19, 154.95, 153.74, 152.55, 151.37, 150.22, 149.09, 147.99, 145.74, 143.56, 141.45, 139.41, 137.45, 135.57, 133.76, 132.03, 130.36, 128.74, 127.16
Honduras, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 226.14, 220.65, 215.44, 210.5, 205.8, 201.35, 197.16, 193.21, 189.49, 185.98, 182.64, 179.44, 176.34, 173.34, 170.43, 167.61, 164.89, 162.25
Hungary, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 287.48, 305.54, 323.63, 341.63, 359.36, 376.7, 390.75, 404.38, 417.94, 431.94, 446.8, 475.89, 506.09, 537.28, 569.04, 601.01, 614.38, 627.74, 640.91, 653.74, 666.11, 677.86, 689, 661.78, 634.68, 607.97, 581.7, 572.64, 563.8, 560.69, 581.45, 573.64, 562.56, 568.43, 568.72, 546.95, 551.67, 557.37, 548.44, 539.46, 530.4, 521.26, 512.05, 467.04, 432.04, 440.73, 445.96, 460.2, 481.09, 449.28, 482.14
Iceland, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 473.14, 471.68, 469.84, 467.76, 465.65, 463.61, 503.42, 542.39, 580.57, 618.03, 654.79, 648.23, 641.93, 633.91, 626.09, 618.39, 610.77, 603.21, 595.72, 588.4, 581.24, 579.7, 578.28, 573.01, 566.81, 616.32, 662.62, 705.81, 746.97, 787.82, 829.77, 915.99, 903.73, 890.01, 837.51, 842.71, 782.65, 832.25, 826.52, 820.87, 815.55
India, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 609.85, 614.26, 618.23, 621.74, 624.72, 627.15, 629.06, 630.52, 631.63, 632.51, 633.26, 620.17, 607.58, 595.46, 583.79, 572.56, 573.38, 574.15, 574.85, 575.46, 575.98, 576.4, 576.76, 577.08, 577.39, 577.72, 581.82, 585.85, 589.8, 593.68, 597.5, 601.26, 604.98, 608.73, 612.57, 616.55, 608.66, 601.21, 594.14, 587.37, 580.85, 574.55, 568.47, 562.6, 556.93, 551.45
Indonesia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 409.81, 423.85, 437.49, 450.76, 463.71, 476.38, 488.8, 500.95, 512.82, 524.38, 535.61, 575.78, 614.83, 652.78, 689.65, 725.46, 742.19, 758.4, 774.06, 789.12, 803.59, 817.45, 830.76, 843.66, 856.32, 853.59, 851.19, 841.24, 831.75, 822.67, 813.95
Iran (Islamic Republic of), Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 1374.9, 1375.2, 1372.93, 1367.41, 1357.9, 1344.24, 1327.03, 1307.34, 1286.26, 1264.92, 1244.23, 1224.14, 1205.08, 1188.53, 1176.07, 1168.53, 1166.05, 1167.87, 1172.72, 1262.89, 1350.85, 1350.03, 1349.46, 1349.03, 1348.75, 1348.6, 1349.91, 1350.97, 1351.97, 1353.13, 1337.4, 1322.38, 1307.89, 1293.67, 1279.4, 1264.87, 1250.08, 1235.11, 1219.9, 1204.4, 1188.65, 1172.64, 1156.51, 1140.58, 1125.26, 1110.81
Iraq, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 3471.24, 3364.66, 3262.22, 3164.76, 3073.21, 2987.91, 2907.98, 2832.85, 2762.62, 2697.43, 2636.96, 2600.67, 2567.01, 2533.54, 2497.45, 2457.07, 2522.16, 2577.88, 2625.15, 2665.39, 2699.84, 2729.14, 2753.79, 2774.67, 2792.73, 2808.8, 2649.64, 2498.23, 2356.4, 2225.88, 2106.59, 1998.58, 1898.88, 1801.71, 1701.08, 1594.67, 1483.19, 1370.78, 1262.39, 1162.39, 981.66, 1052.97, 1146.92, 873.45, 1440.35, 1407.67
Ireland, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 316.12, 314.89, 314.19, 314.05, 314.5, 315.54, 317.21, 319.41, 321.9, 324.3, 326.33, 327.85, 328.87, 329.42, 329.6, 319.33, 308.93, 298.36, 287.55, 276.45, 265.04, 253.44, 241.78, 245.03, 247.8, 192.94, 220.61, 168.8, 196.35, 168.43, 202.43, 204.85, 208.11, 219.02, 229.69, 229.04, 235.42, 277.03, 317.12, 314.53, 312.04
Israel, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 555.84, 544, 531.02, 517.88, 505.67, 495.01, 485.85, 477.86, 470.91, 464.79, 459.35, 459.7, 460.33, 461.12, 461.96, 462.69, 463.35, 450.19, 436.61, 421.82, 405.54, 393.44, 380.24, 366.94, 354.59, 343.74, 338.19, 333.56, 329.73, 326.46, 323.58, 309.78, 296.79, 296.26, 305.48, 295.64, 285.42, 275.03, 264.87, 255.35, 261.21, 261.78, 262.77, 264, 265.21, 266.22, 277.84, 279.85, 270.95, 272.09, 265.7
Italy, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 777.29, 781.9, 786.45, 791.07, 795.95, 801.21, 806.89, 812.99, 819.46, 826.21, 833.17, 820.75, 808.64, 796.85, 785.43, 774.37, 763.66, 753.28, 743.08, 732.88, 722.57, 730.83, 738.85, 746.92, 755.45, 764.72, 774.95, 785.94, 796.98, 797.13, 800.51, 767.94, 733.98, 699.47, 665.39, 632.32, 601.71, 571.91, 912.22, 571.64, 571.43, 570.8, 569.92, 568.42, 566.04, 564.36, 562.15, 560.64, 559.65, 560.03, 560.52
Jamaica, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 373.5, 367.19, 360.96, 354.82, 348.75, 342.84, 337.19, 331.86, 326.87, 322.18, 317.73, 313.45, 309.28, 337.38, 365.26, 391.24, 416.92, 442.25, 467.17, 491.69, 515.87, 539.8, 285.37, 465.89, 463.56, 461.35, 459.25, 457.25
Japan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 748.62, 745.2, 742.1, 739.36, 737.02, 735.11, 733.64, 732.56, 731.79, 731.24, 730.87, 730, 729.27, 720.4, 711.76, 703.36, 707.69, 712.18, 711.1, 710.12, 709.2, 685.48, 661.88, 658.26, 654.75, 651.37, 648.13, 645.79, 639.61, 633.58, 631.7, 629.97, 628.39, 626.98, 625.74, 624.68, 623.81, 621.95, 621.84, 618, 619.88
Jordan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 218.31, 220.33, 222.36, 224.05, 225, 224.98, 223.87, 221.8, 219.13, 216.27, 213.44, 222.73, 231.24, 238.53, 243.99, 247.34, 248.11, 247.38, 229.23, 213.64, 200.79, 190.27, 181.42, 173.7, 166.52, 159.49, 146.82, 151.01, 147.96, 154.12, 163.19, 153.05, 148.99, 141.54, 125.19, 122.98, 117.33, 104.94, 105.76, 114.62, 108.69, 109.28, 107.67, 108.01, 109.37, 108.29
Kazakhstan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2153.06, 2137.97, 2125.78, 1991.9, 1856.64, 1716.22, 1566.9, 1407.38, 1397.3, 1486.76, 1520.86, 1550.42, 1609.64, 1366.19, 1452.61, 1290.5, 1342.83, 1465.21, 1330.69, 1277.14, 1323.32, 1333.79, 1232.93, 1350.41, 1352.38, 1285.07, 1274.08, 1308.22
Kenya, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 86.37, 81.56, 77.04, 72.78, 68.77, 64.98, 61.41, 58.02, 54.8, 51.73, 48.8, 55.2, 61.23, 66.9, 68.7, 70.35, 71.84, 73.2, 74.42, 75.54, 76.56, 74.54, 72.59, 70.72, 68.94, 67.25, 82.2, 80.28, 78.45, 76.69, 74.98
Kuwait, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 303.51, 339.35, 379.33, 402.76, 410.06, 408.15, 406.56, 410.5, 416.66, 427.33, 437.18, 443.92, 444.31, 431.28, 414.84, 396.77, 378.89, 362.29, 346.9, 332.66, 320.18, 309.99, 302.22, 301.8, 308.18, 302.13, 297.12, 292.7
Kyrgyzstan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2232.01, 2208.67, 2178.25, 2142.75, 2106.22, 2073.8, 2048.48, 1961.48, 1881, 1803.82, 1726.13, 1645.7, 1562.53, 1531.06, 1497.28, 1461.9, 1425.49, 1388.2, 1362.61, 1336.52, 1310.63, 1285.42, 1261.04, 1237.53, 1215.1, 1193.92, 1174.09
Lao People's Democratic Republic, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 607.3, 674.98, 739.96, 802.43, 862.79, 921.4, 978.49, 1034.06, 1088.01, 1140.1, 1164.49, 1118.93, 1052.78, 1036.61, 1025.18, 1010.23
Latvia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 166.63, 159.31, 151.55, 143.47, 135.21, 126.88, 118.46, 109.88, 107.85, 105.78, 103.66, 101.49, 99.27, 104.36, 109.57, 114.87, 120.27, 125.76, 121.18, 83.22, 88.35, 94.14, 90.16, 95.08, 93.68, 96.07
Lebanon, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 291.57, 300.23, 310.58, 322.11, 333.9, 345.17, 355.46, 364.79, 373.45, 382, 390.75, 400.17, 409.79, 417.87, 421.93, 420.58, 413.26, 401.79, 389.53, 379.92, 373.07, 371.03, 372.56, 375.34, 376.14, 372.91, 352.89, 330.88, 309.73, 292.07, 278.8, 286.36, 297.02, 308.31, 316.23, 317.99, 312.95, 303.56, 293.25, 285.42, 281.66, 274.04, 269.82, 268.24, 268.39, 269.58
Lesotho, Total water withdrawal per capita, m3/inhab/year, , , , , , , , , , , , , , , , , , , , , , , 32.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lesotho, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 31.32, 30.27, 29.24, 28.23, 27.24, 26.28, 25.36, 24.49, 23.67, 22.91, 22.19, 21.55, 21, 21.55, 21.52, 21.58, 21.7, 21.84, 21.94, 22.01, 22.04, 22.04, 22.01, 21.95, 21.86, 21.74, 21.59, 21.43, 21.27, 21.11, 20.94, 20.77, 20.61, 20.45
Lesotho, Total water withdrawal per capita, m3/inhab/year, I, , , , , , , , , , , , , , , , , , , , , , , 31.91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Liberia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 60.37, 60.94, 61.77, 62.71, 63.84, 65.1, 65.95, 65.66, 63.82, 60.43, 56.15, 51.91, 48.43, 45.92, 45.3, 45.24, 45.45, 45.57, 45.34, 43.82, 42.14, 40.44, 38.86, 37.49, 36.32, 35.28, 34.34, 33.47, 32.62, 31.81, 31.03, 30.28, 29.55, 28.85
Libya, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 453.66, 455.22, 456.44, 457.19, 457.26, 456.6, 537.37, 611.41, 679.73, 743.58, 804.12, 862.16, 918.07, 971.93, 1023.58, 1072.88, 1038.68, 1006.26, 975.79, 947.5, 920.28, 895.24, 871.99, 849.97, 828.56, 807.41, 814.7, 821.39, 827.64, 833.67, 839.68, 850.42, 860.88, 871.61, 883.3, 896.37, 911.21, 927.5, 922.42, 916.37, 908.34, 898.01, 885.92, 872.94, 860.21, 848.46
Lithuania, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1200.02, 1132.96, 1065.33, 997.06, 928.15, 858.55, 796.86, 753.22, 709.16, 659.63, 707.18, 561.01, 696.23, 458.67, 405.02, 348.52, 290.15, 230.02, 168.32, 120.34, 134.22, 106.56, 91.02, 90.81, 92.18, 93.45
Luxembourg, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 85.4, 88.89, 92.44, 95.98, 99.54, 103.08, 101.5, 99.93, 98.39, 96.85, 95.36, 108.38, 121.39, 134.39, 147.4, 160.33, 157.62, 154.89, 152.1, 149.24, 146.33, 143.33, 140.25, 137.17, 134.15, 131.24, 133.16, 135.28, 137.16, 139.14, 136.02, 132.07, 127.24, 123.21, 119, 114.5, 109.7, 104.71, 99.67, 94.73, 93.52, 93.39, 83.83, 79.44, 82.23, 79.05, 76.65, 77.04, 86.39, 80.07, 75.88
Madagascar, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , 1666.82, 1601.8, 1539.43, 1479.47, 1421.57, 1365.41, 1310.76, 1257.63, 1206.07, 1156.01, 1107.38, 1060.18, 1014.4, 970.15, 927.58, 886.83, 847.96, 823.27, 799.56, 776.79, 754.92, 733.91, 718.05, 697.6, 677.96, 659.09, 640.94, 623.48, 606.66, 590.43, 574.69, 559.41, 544.58, 530.18, 516.21, 502.68, 489.58
Malawi, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 96.04, 100.16, 103.37, 105.81, 107.67, 109.28, 110.89, 112.59, 114.23, 112.02, 109.78, 107.46, 104.58, 101.7, 98.84, 96.04, 93.32, 90.68, 88.13, 85.66, 83.29, 81.03, 78.86, 76.78, 74.78, 72.83, 70.93
Malaysia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 561.13, 506.72, 455.29, 406.42, 359.73, 315.01, 261.11, 254.51, 248.16, 242.18, 236.61, 231.47, 226.7, 222.2, 217.86, 213.62, 209.45, 205.39, 201.5, 197.87, 194.55, 191.55, 188.8, 186.23, 183.75, 181.3, 178.85, 176.44, 174.07, 171.77, 169.56
Maldives, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 16.75, 16.77, 16.8, 16.84, 16.87, 19.27, 19.72, 20.18, 20.64, 21.13, 21.63, 22.12, 22.55, 22.91, 22.14, 21.33, 20.52, 19.76, 17.34, 17.29, 17.25, 17.18, 16.7, 16.13, 15.51, 14.85, 14.2, 13.56, 12.97, 12.41, 11.89, 11.44, 11.11, 10.91
Mali, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 168.69, 199.6, 229.25, 257.17, 283.03, 306.78, 328.61, 348.92, 368.06, 386.19, 401.79, 416.24, 429.32, 440.86, 450.92, 439.3, 427.61, 415.93, 404.31, 392.78, 379.89, 367.45, 355.66, 344.6, 334.27, 324.54, 315.26, 306.24, 297.38, 288.67, 280.14, 271.84, 263.81, 256.09
Malta, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 60.33, 67.04, 73.6, 80, 86.27, 92.42, 98.45, 104.36, 110.17, 115.9, 121.54, 127.12, 132.65, 138.09, 143.41, 148.58, 147.79, 146.95, 146.13, 145.38, 144.77, 144.22, 135.29, 129.01, 123.15, 114.99, 112.18, 115.21, 106.69, 94.36, 94.6, 94.67, 94.59, 106.3, 148.54, 142.54, 144, 150.71, 145.09, 143.13, 143.31
Mauritania, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 473.83, 573.35, 666.75, 754.43, 836.9, 914.63, 888.84, 864.2, 840.59, 817.86, 795.89, 774.61, 753.99, 734.01, 714.67, 695.94, 677.81, 660.17, 642.89, 625.78, 608.77, 568.81, 530.25, 493.17, 457.6, 446.47, 433.88, 421.61, 409.62, 397.89, 386.41, 375.2, 364.27, 353.69, 343.48, 333.69, 324.29, 315.28, 306.63, 298.34, 290.39
Mauritius, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , 409.86, 403.49, 412.09, 420.1, 427.8, 435.59, 443.74, 452.32, 461.26, 470.51, 480, 489.62, 499.44, 509.43, 519.19, 528.19, 536.05, 538.92, 540.74, 541.97, 543.2, 544.89, 537.68, 531.13, 525.19, 519.75, 514.7, 543.03, 571.36, 599.67, 582.39, 565.47, 555.33, 510.58, 618.11, 508.04, 518.45, 456.41, 464.3, 484.29, 493.1, 485.92, 496.09, 487.15, 470.33, 470.99, 478.07
Mexico, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 826.43, 815.61, 805.24, 795.34, 785.96, 777.11, 768.79, 760.94, 753.52, 746.47, 739.73, 733.28, 727.12, 721.28, 715.79, 710.68, 705.9, 701.42, 697.21, 693.25, 689.49, 685.95, 713.97, 724.67, 722.38, 721.66, 718.67, 723.18, 720.12, 716.67, 705.13, 694.06, 705.47, 687.11, 705.68, 702.99, 701.98, 703.97, 703.95, 700.38, 694.53
Monaco, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 227.6, 222.81, 217.65, 212.3, , 201.85, 200.03, 191.82, 190.14, 191.56, 186.64, 181.71, 176.8, 187.01, 164.18, 168.42, 163.79, 159.3, 149.12, 141.94, 140.4, 138.8, 137.14, 135.5, 133.97, 132.56, 131.34, 130.24, 129.26, 128.32, 127.41
Monaco, Total water withdrawal per capita, m3/inhab/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 207, , , , , , , , , , , , , , , , , , , , , , , , , , 
Mongolia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 189.11, 191.46, 193.75, 195.91, 197.99, 199.98, 201.87, 203.68, 205.38, 206.91, 208.26, 209.41, 210.33, 211.03, 209.6, 207.96, 206.07, 195.14, 184.28, 173.58, 163.12, 153, 143.27, 151.29, 148.5, 145.86, 143.37, 141.05
Montenegro, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 262.63, 273.48, 258.96, 258.29, 257.74, 257.33, 257.06, 256.89, 256.76, 256.64, 256.51, 256.39, 256.29, 256.22, 256.18
Morocco, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 505.73, 506.08, 505.91, 505.25, 504.18, 502.75, 500.01, 497.05, 494.07, 491.3, 488.91, 469.79, 451.74, 434.58, 418.14, 402.3, 416.17, 429.58, 422.02, 420.92, 417.13, 414.13, 420, 425.95, 431.91, 437.94, 470.76, 503.01, 479.06, 455.58, 432.49, 409.79, 387.48, 365.52, 343.86, 322.51, 318.19, 313.79, 309.38, 305.07, 300.92, 296.96, 293.16, 289.52, 286, 282.6
Mozambique, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 46.58, 47.39, 47.67, 47.64, 47.58, 47.65, 47.89, 48.23, 48.62, 48.94, 49.15, 49.57, 50.63, 51.56, 52.41, 53.2, 53.53, 53.83, 54.09, 54.31, 54.46, 54.57, 54.63, 54.63, 54.58, 54.47, 52.93, 51.42, 49.94, 48.51, 47.13
Myanmar, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 717.08, 714.43, 712.48, 711.33, 711.03, 711.46, 712.28, 712.99, 713.28, 713.04, 712.43, 711.68, 711.18, 711.16, 704.25, 697.91, 692.12, 686.88, 682.15, 677.3, 672.92, 668.77, 664.5, 659.9, 654.85, 649.46, 643.97, 638.69, 633.84, 629.49, 625.51, 621.72, 617.84, 613.7
Namibia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , 116.85, 127.56, 137.02, 145.51, 153.42, 161.07, 168.65, 168.1, 167.83, 167.73, 167.7, 167.73, 167.84, 168.05, 168.38, 167.17, 161.21, 155.55, 153.26, 150.96, 148.58, 146.1, 143.53, 140.94, 138.39, 135.92, 133.54, 131.22, 128.95, 126.68, 124.41, 122.14, 119.87, 117.63, 115.45, 113.35
