Country, Variable, Unit, Symbol, "1964", "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Maldives, Long-term average annual precipitation in depth, mm/year, X, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, , 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, 1972, , 
Maldives, Long-term average annual precipitation in volume, 10^9 m3/year, E, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, 0.59, , 
Maldives, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.59, 0.59
Mali, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 282, , , , , , , , , , , , , , , , , , , , 
Mali, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 282, 282
Mali, Long-term average annual precipitation in depth, mm/year, X, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, , 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, 282, , 
Mali, Long-term average annual precipitation in volume, 10^9 m3/year, E, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, 349.73, , 
Mali, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 349.73, 349.73
Mali, National Rainfall Index (NRI), mm/year, I, , , 705.35, 691.9, 678.45, 665, 651.55, , 640.43, 642.77, , 642.63, 640.16, 637.69, 635.21, 632.74, 630.27, , 584.73, 541.67, , 520.82, 543.04, 565.26, 587.48, , 608.44, 607.19, 605.93, 604.67, 603.41, 602.16, , 595.08, 589.25, 583.42, , 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6, 577.6
Mali, National Rainfall Index (NRI), mm/year, X, , 718.8, , , , , , 638.1, , , 645.1, , , , , , , 627.8, , , 498.6, , , , , 609.7, , , , , , , 600.9, , , , 577.6, , , , , , , , , , , , , , , , , , , , 
Malta, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 560, , , , , , , , , , , , , , , , , , , , 
Malta, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 560, 560
Malta, Long-term average annual precipitation in depth, mm/year, X, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, , 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, , 
Malta, Long-term average annual precipitation in volume, 10^9 m3/year, E, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, , 
Malta, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.18, 0.18
Mauritania, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 92, , , , , , , , , , , , , , , , , , , , 
Mauritania, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 92, 92
Mauritania, Long-term average annual precipitation in depth, mm/year, X, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, , 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, , 
Mauritania, Long-term average annual precipitation in volume, 10^9 m3/year, E, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, 94.82, , 
Mauritania, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 94.82, 94.82
Mauritania, National Rainfall Index (NRI), mm/year, I, , 242.97, 223.65, 204.32, , 188.85, 192.7, 196.55, 200.4, 204.25, , 201.18, 194.26, 187.34, 180.42, , 167.32, 161.14, 154.96, 148.78, , 144.96, 147.31, 149.67, 152.03, 154.39, 156.74, , 173.95, 188.8, 203.65, , 209.1, 199.7, , 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3, 190.3
Mauritania, National Rainfall Index (NRI), mm/year, X, 262.3, , , , 185, , , , , , 208.1, , , , , 173.5, , , , , 142.6, , , , , , , 159.1, , , , 218.5, , , 190.3, , , , , , , , , , , , , , , , , , , , , , 
Mauritius, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2041, , , , , , , , , , , , , , , , , , , , 
Mauritius, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2041, 2041
Mauritius, Long-term average annual precipitation in depth, mm/year, X, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, , 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, 2041, , 
Mauritius, Long-term average annual precipitation in volume, 10^9 m3/year, E, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, 4.16, , 
Mauritius, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.16, 4.16
Mexico, Long-term average annual precipitation in depth, mm/year, , 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 752, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, 758, , 
Mexico, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 758, 758
Mexico, Long-term average annual precipitation in volume, 10^9 m3/year, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , , , , 1489, , 1489, , , 1489, , , 
Mexico, Long-term average annual precipitation in volume, 10^9 m3/year, E, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1477.21, 1489, , 1489, 1489, 1489, 1489, , 1489, 1489, 1489, 1489, , 1489, , 1489, 1489, , 1489, , 
Mexico, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1489, 1489
Mexico, National Rainfall Index (NRI), mm/year, I, , , 1199.4, 1209.8, 1220.2, 1230.6, , 1225.75, 1210.5, 1195.25, , 1176.83, 1173.67, 1170.5, 1167.33, 1164.17, , 1153.5, 1146, 1138.5, 1131, 1123.5, , 1157.5, , 1195.5, 1192, 1188.5, 1185, 1181.5, 1178, 1174.5, , 1151.17, 1131.33, 1111.5, 1091.67, 1071.83, , 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052
Mexico, National Rainfall Index (NRI), mm/year, X, , 1189, , , , , 1241, , , , 1180, , , , , , 1161, , , , , , 1116, , 1199, , , , , , , , 1171, , , , , , 1052, , , , , , , , , , , , , , , , , , 
Mongolia, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 241, , , , , , , , , , , , , , , , , , , , 
Mongolia, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 241, 241
Mongolia, Long-term average annual precipitation in depth, mm/year, X, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, , 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, 241, , 
Mongolia, Long-term average annual precipitation in volume, 10^9 m3/year, E, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, 376.95, , 
Mongolia, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 376.95, 376.95
Mongolia, National Rainfall Index (NRI), mm/year, I, , , , 220.5, 218, 215.5, , 214.64, 216.28, 217.92, 219.56, , 217.2, 213.2, 209.2, 205.2, 201.2, , 200.75, 204.3, 207.85, 211.4, 214.95, , , 217.41, 218.32, 219.23, 220.14, 221.06, 221.97, 222.88, 223.79, , 208.97, 193.23, , 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5, 177.5
Mongolia, National Rainfall Index (NRI), mm/year, X, , , 223, , , , 213, , , , , 221.2, , , , , , 197.2, , , , , , 218.5, 216.5, , , , , , , , , 224.7, , , 177.5, , , , , , , , , , , , , , , , , , , , 
Morocco, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 346, , , , , , , , , , , , , , , , , , , , 
Morocco, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 346, 346
Morocco, Long-term average annual precipitation in depth, mm/year, X, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, , 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, 346, , 
Morocco, Long-term average annual precipitation in volume, 10^9 m3/year, E, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, 154.51, , 
Morocco, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 154.51, 154.51
Morocco, National Rainfall Index (NRI), mm/year, I, , , , , , 429.61, 414.63, 399.64, 384.66, 369.67, 354.69, , 340.7, 341.7, 342.7, 343.7, 344.7, 345.7, , 321.13, 295.57, , 285.8, 301.6, , 314.28, 311.16, 308.04, 304.92, , 299.81, 297.83, 295.84, 293.86, 291.87, 289.89, , 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9, 287.9
Morocco, National Rainfall Index (NRI), mm/year, X, , , , 386.9, 444.6, , , , , , , 339.7, , , , , , , 346.7, , , 270, , , 317.4, , , , , 301.8, , , , , , , 287.9, , , , , , , , , , , , , , , , , , , , 
Mozambique, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1032, , , , , , , , , , , , , , , , , , , , 
Mozambique, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1032, 1032
Mozambique, Long-term average annual precipitation in depth, mm/year, X, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, , 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, , 
Mozambique, Long-term average annual precipitation in volume, 10^9 m3/year, E, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 824.96, 811.54, 824.96, 824.96, , 
Mozambique, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 824.96, 824.96
Mozambique, National Rainfall Index (NRI), mm/year, I, , , , , 1029.86, 1020.72, 1011.58, 1002.44, , 970.03, 946.77, , 943.92, 964.33, 984.75, 1005.17, 1025.58, , 1022.37, 998.73, , 965.18, 955.27, 945.35, 935.43, 925.52, , 904.4, 893.2, , 899.57, 917.14, 934.71, 952.29, 969.86, 987.43, , 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
Mozambique, National Rainfall Index (NRI), mm/year, X, , , , 1039, , , , , 993.3, , , 923.5, , , , , , 1046, , , 975.1, , , , , , 915.6, , , 882, , , , , , , 1005, , , , , , , , , , , , , , , , , , , , 
Myanmar, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2091, , , , , , , , , , , , , , , , , , , , 
Myanmar, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2091, 2091
Myanmar, Long-term average annual precipitation in depth, mm/year, X, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, , 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, 2091, , 
Myanmar, Long-term average annual precipitation in volume, 10^9 m3/year, E, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, 1414.75, , 
Myanmar, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1414.75, 1414.75
Myanmar, National Rainfall Index (NRI), mm/year, I, 2670.38, 2689.75, 2709.13, 2728.5, 2747.88, 2767.25, 2786.63, , 2765.8, 2725.6, 2685.4, 2645.2, , 2575.17, 2545.33, 2515.5, 2485.67, 2455.83, , 2337.4, 2248.8, 2160.2, 2071.6, , 2210, 2437, , 2657.8, 2651.6, 2645.4, 2639.2, , 2572.2, 2511.4, 2450.6, 2389.8, , 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329, 2329
Myanmar, National Rainfall Index (NRI), mm/year, X, , , , , , , , 2806, , , , , 2605, , , , , , 2426, , , , , 1983, , , 2664, , , , , 2633, , , , , 2329, , , , , , , , , , , , , , , , , , , , 
Namibia, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 285, , , , , , , , , , , , , , , , , , , , 
Namibia, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 285, 285
Namibia, Long-term average annual precipitation in depth, mm/year, X, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, , 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, 285, , 
Namibia, Long-term average annual precipitation in volume, 10^9 m3/year, E, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, 234.92, , 
Namibia, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 234.92, 234.92
Namibia, National Rainfall Index (NRI), mm/year, I, , , , 370.85, 370.8, 370.75, 370.7, 370.65, , 382.52, 394.44, 406.36, 418.28, , 387.55, , 337.98, 331.07, 324.15, 317.23, 310.32, , 307.54, 311.68, 315.82, 319.96, , 329.83, 335.57, , 341.04, 340.79, 340.53, 340.28, 340.02, 339.77, 339.51, 339.26, , 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339
Namibia, National Rainfall Index (NRI), mm/year, X, , , 370.9, , , , , , 370.6, , , , , 430.2, , 344.9, , , , , , 303.4, , , , , 324.1, , , 341.3, , , , , , , , , 339, , , , , , , , , , , , , , , , , , 
Nepal, Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1500, , , , , , , , , , , , , , , , , , , , 
Nepal, Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1500, 1500
Nepal, Long-term average annual precipitation in depth, mm/year, X, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, , 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, , 
Nepal, Long-term average annual precipitation in volume, 10^9 m3/year, E, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, 220.77, , 
Nepal, Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 220.77, 220.77
Nepal, National Rainfall Index (NRI), mm/year, I, , , , , 1665, 1700, , 1716.5, 1698, 1679.5, , 1660.67, 1660.33, 1660, 1659.67, 1659.33, , 1693, 1727, , 1743, 1725, 1707, 1689, 1671, , 1640.17, 1627.33, 1614.5, 1601.67, 1588.83, , 1605.17, 1634.33, 1663.5, 1692.67, 1721.83, , 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751
Nepal, National Rainfall Index (NRI), mm/year, X, , , , 1630, , , 1735, , , , 1661, , , , , , 1659, , , 1761, , , , , , 1653, , , , , , 1576, , , , , , 1751, , , , , , , , , , , , , , , , , , , 
Netherlands (Kingdom of the), Long-term average annual precipitation in depth, mm/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 778, , , , , , , , , , , , , , , , , , , , 
Netherlands (Kingdom of the), Long-term average annual precipitation in depth, mm/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 778, 778
Netherlands (Kingdom of the), Long-term average annual precipitation in depth, mm/year, X, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, , 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, 778, , 
Netherlands (Kingdom of the), Long-term average annual precipitation in volume, 10^9 m3/year, E, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.31, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 32.32, 29.09, 29.09, , 
Netherlands (Kingdom of the), Long-term average annual precipitation in volume, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 29.09, 29.09
