Country, Variable, Unit, Symbol, "1964", "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Bolivia (Plurinational State of), Gross Domestic Product (GDP), current US$, X, 812543073, 908874537, 994044554, 1084059815, 908874537, 964615699, 1010101010, 1094276094, 1278676194, 1299350325, 2148925537, 2398800600, 2748625687, 2762917257, 3017959618, 3272704506, 3519380952, 3888016632, 3948271824, 3919818576, 4036804637, 4124261399, 4102521474, 4313329094, 4597612302, 4715974510, 4867583881, 5343262434, 5643867693, 5734706239, 5981149294, 6715147012, 7396948369, 7925736316, 8497494131, 8285063968, 8397855942, 8141517335, 7905485150, 8082399992, 8773156956, 9549120156, 11451845965, 13120084507, 16674309556, 17340028490, 19649786223, 23963162972, 27084497483, 30659338880, 32996188013, 33000198248, 33941126200, 37508683068, 40287647931, 40895322844, 36572764863
Bosnia and Herzegovina, Gross Domestic Product (GDP), current US$, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4734635508, 3630671071, 2756184764, 1988964650, 2763011163, 3793783676, 4240812865, 4698420042, 5567774043, 5800616582, 6728219502, 8498893383, 10156541358, 11222796203, 12864842266, 15778737138, 19112801230, 17613946142, 17176320803, 18644239021, 17226736264, 18179104674, 18558731204, 16211618368, 16912957666, 18080610875, 20183688191, 20202636114, 19801302919
Botswana, Gross Domestic Product (GDP), current US$, X, 41616368, 45788671, 51465624, 58642385, 66248427, 77361533, 66797331, 88112318, 114693404, 169433503, 235512893, 274091111, 296963130, 382830782, 455912766, 594573127, 852423393, 974347887, 853465104, 926393354, 969842620, 837591558, 1119259574, 1541996035, 1787998380, 3020185206, 3721284135, 3867409908, 4069182434, 4082613650, 4259258811, 4730599691, 4847757704, 5020265168, 4790481509, 5484263050, 5788311645, 5489649947, 5438851395, 7511527477, 8957511538, 9931248536, 10126990325, 10939025528, 10945139710, 10267088625, 12786612324, 15351912768, 14420259500, 14901698534, 16250740393, 14420571192, 15646416113, 17405496707, 18663281037, 18362405202, 15781675078
Brazil, Gross Domestic Product (GDP), current US$, X, 21211892260, 21790035117, 27062716578, 30591834054, 33875881876, 37458898244, 35213857570, 39331867588, 50623841100, 71672675416, 91887958745, 108051408879, 127741369548, 148671741472, 168803353854, 186095322489, 175343857556, 223324456049, 244576066448, 172194116341, 175056603683, 187459772956, 225392828194, 247109091290, 276042643301, 375484929930, 406897012370, 378581334818, 362646104793, 406935598866, 580494364386, 778052821653, 849622314042, 881512355620, 853815355293, 594071386008, 652360092545, 560746773511, 512030132311, 558922146818, 669289321941, 891633826592, 1107626711424, 1397114247307, 1695855391842, 1666996294336, 2208838108593, 2616156606735, 2465228293863, 2472819362259, 2456043766063, 1802211999556, 1795693265824, 2063514688762, 1916933708404, 1886014572498, 1444733210425
Brunei Darussalam, Gross Domestic Product (GDP), current US$, X, , 114040246, 132758395, 139030446, 160819287, 161211290, 224919922, 248088785, 340148570, 543960286, 1348411999, 1467369244, 1787309388, 2176266686, 2438644065, 3521564851, 6190491610, 5483907877, 5355761849, 4828789013, 4750818244, 4425493575, 2698456869, 3099730602, 2949412947, 3308238383, 3900702409, 4101104064, 4636736503, 4549431934, 4529039210, 5245421237, 5668184453, 5758127022, 4487538132, 5096498703, 6649709092, 6206200903, 6474732994, 7265920303, 8722767582, 10561292509, 12709854523, 13570654027, 15948702092, 11892307477, 13707116269, 18524790774, 19048443088, 18094152875, 17097795711, 12930298314, 11400266878, 12128166606, 13566912772, 13469240146, 12002998241
Bulgaria, Gross Domestic Product (GDP), current US$, X, , , , , , , 9000000008, 8897435905, 10407407407, 12408510650, 13494845375, 11908333333, 12625000000, 12908333333, 13981716418, 9397603640, 10831602744, 12437492605, 13514214895, 14525274247, 15560444454, 16483295241, 17522771473, 19043229447, 21872706553, 21982396270, 20726027397, 8402104592, 9475815848, 11930907234, 10691890604, 18991873953, 12294768638, 11316151824, 15031030614, 13637076500, 13245999694, 14183449354, 16403038072, 21144955710, 26157746657, 29868626122, 34380520758, 44403554809, 54438256447, 52023838439, 50682362497, 57679917049, 54299070333, 55811387337, 57082655934, 50782022217, 53952631207, 59200845118, 66361759159, 68913754204, 69887997669
Burkina Faso, Gross Domestic Product (GDP), current US$, X, 410321645, 422916789, 433889767, 450753924, 460442690, 478298645, 506221626, 516750463, 659833646, 763570493, 841032770, 1000485110, 959332056, 1159127896, 1493803723, 2004498550, 2174243869, 2014886386, 1848063018, 1688525551, 1509464968, 1764127837, 2313869525, 2692719482, 2972626837, 2972068201, 3524059275, 3562226002, 3814199468, 3635622608, 2153638952, 2703731173, 2938972186, 2781167908, 3187074925, 3388323725, 2960997705, 3187582094, 3605329529, 4730140672, 5441918173, 6143908702, 6541603731, 7615650002, 9413334399, 9412811573, 10099765628, 12064487597, 12561733645, 13440479418, 13924470428, 11823207030, 12833363044, 14106955625, 16059912074, 15990803210, 17369059159
Burundi, Gross Domestic Product (GDP), current US$, X, 260750008, 158994963, 165444571, 178297143, 183200000, 190205714, 245436571, 252516571, 246354286, 305491647, 346375873, 414873651, 457333333, 543241111, 613618889, 792834444, 951188889, 993144444, 1045488889, 1106980581, 1006196963, 1171150233, 1233604831, 1162071426, 1089119983, 1131605042, 1148319883, 1167401158, 1086803177, 974857896, 1068821056, 1000430418, 868960847, 972854234, 893694807, 808149939, 709113237, 662345748, 628101556, 595481332, 679885548, 1117109382, 1273375078, 1356198462, 1611836700, 1775497472, 2032137629, 2235809707, 2327401670, 2451625280, 2705829235, 2810531640, 2930086948, 3297826848, 3317319375, 3368533752, 3399287173
Cabo Verde, Gross Domestic Product (GDP), current US$, X, , , , , , , 72940654, 82283945, 93068364, 114858297, 115073502, 133965392, 125012070, 117274894, 134990619, 144731713, 161773669, 158625012, 159961097, 157522539, 150187553, 156687310, 216904365, 268566664, 301777902, 305200910, 350332099, 365188372, 407654368, 411174923, 465192180, 557953517, 574164877, 561064843, 597834851, 678758984, 613244426, 640308145, 706213173, 925693193, 1051195104, 1105394035, 1259964147, 1513937453, 1789327998, 1711815540, 1664316428, 1864823991, 1751884566, 1850950062, 1858125075, 1596152976, 1663011131, 1769786532, 1966501562, 1981846171, 1703697924
Cambodia, Gross Domestic Product (GDP), current US$, X, 782857129, 868571429, 914285714, 962857134, 1065714249, 978873267, 767721807, 766341638, 756003159, 646365211, 667662029, 719660124, 759265801, 688085091, 736483832, 695267723, 715101203, 783086770, 831467965, 902340969, 981004524, 1059291836, 1121697517, 1396925777, 1680385473, 1741743758, 1697719548, 2248213477, 2393653451, 2433856452, 2676188979, 3309356001, 3506718126, 3443471826, 3130078523, 3512777995, 3666637567, 3991795046, 4289402492, 4664899329, 5337889823, 6293048259, 7274501919, 8639240662, 10351917780, 10401844097, 11242278819, 12829542935, 14038383337, 15449624434, 16777808050, 18049953906, 20016756231, 22177200626, 24571753582, 27097963820, 25291251310
Cameroon, Gross Domestic Product (GDP), current US$, X, 782384404, 814140009, 853268764, 934078958, 1053076992, 1152418382, 1315837125, 1475313816, 1903180995, 2584984398, 2760919560, 3626171759, 3951066932, 4621515678, 6083582160, 8095575303, 10089593335, 9469026882, 9500798884, 9913433581, 9765380114, 9597106419, 11734309947, 12790637654, 12502898932, 11523062027, 12814211903, 12311513100, 12548713743, 13269956745, 7695538967, 9641307543, 10327636326, 9868797593, 10631315210, 10841524258, 10046703864, 10420713434, 11769310319, 14735453499, 17065151810, 17944082744, 19356045972, 22365265838, 26409783836, 26017926061, 26143817371, 29337005957, 29104435308, 32348147495, 34942952069, 30905253106, 32643696766, 35009259798, 38694159761, 39007353482, 39880594927
Canada, Gross Domestic Product (GDP), current US$, X, 48882938810, 53909570342, 60358632035, 64768831262, 70759031842, 77887510242, 89228310508, 100781184313, 114779446524, 133068911057, 161861559076, 175041578339, 208926751544, 214000658352, 220960396386, 245489894891, 276036947971, 307244507348, 314639306341, 341861654209, 356727581683, 366190482114, 379006837060, 433136960388, 509376578529, 567215985473, 596088363223, 612518801914, 594375064634, 579065157107, 579928067827, 605943061298, 630622640056, 655001504628, 634021844269, 678404467384, 744773787800, 739005645912, 760644908458, 895575109650, 1026680493434, 1173158124936, 1319333899485, 1468822478371, 1552932411156, 1374624472823, 1617266734509, 1792832718135, 1828685326100, 1847206580024, 1803534113918, 1556128742617, 1528244722961, 1649518967468, 1721905662846, 1741496789532, 1644037286481
Central African Republic, Gross Domestic Product (GDP), current US$, X, 142025079, 150574795, 157930018, 163820514, 191767442, 188039210, 275964335, 293978407, 336104320, 395739160, 410646883, 552580918, 658369594, 740303346, 891021198, 1022630357, 1163137395, 1039128922, 977084224, 860005797, 823717699, 904883303, 1174214101, 1256585294, 1323450843, 1291048294, 1507401272, 1441132986, 1477274511, 1337975404, 890574792, 1167020504, 1054441273, 981149098, 1012116000, 1045742770, 956832095, 974967390, 1037278713, 1192513450, 1328871606, 1412805702, 1537502785, 1754928634, 2033153896, 2059094237, 2140502353, 2434792255, 2510270091, 1691064342, 1892292182, 1694542946, 1825018853, 2072349974, 2220978586, 2219195548, 2323197434
Chad, Gross Domestic Product (GDP), current US$, X, 392247518, 416926303, 432794922, 449826323, 453980097, 471635621, 355301780, 387785536, 403013385, 446936127, 520701998, 752271453, 706314320, 714485898, 850880754, 767158757, 789070818, 927054429, 866823712, 927823081, 999740434, 986892996, 1214841090, 1379240458, 1611361976, 1522878641, 1833675591, 1820027719, 1896094855, 1654085614, 1341884888, 1643276653, 1837279011, 1754815782, 1999334348, 1738899327, 1575765966, 1944724857, 2260468323, 3096886395, 5021656323, 6680611991, 7453133896, 8397410683, 10367810432, 9424521819, 10970628080, 12955776844, 14003839360, 13807443695, 14499379435, 11690460037, 10392458059, 10394020227, 11371980167, 11271663910, 11154266851
Chile, Gross Domestic Product (GDP), current US$, X, 5794309263, 6053790468, 7013580346, 6913560997, 7074820186, 8179771226, 9680014665, 11587753311, 12510670763, 17834428836, 17285268041, 8041259430, 10980227350, 14884929049, 17154937812, 23094844121, 30720746008, 36834978702, 26319059293, 21712039330, 21522697088, 18984520581, 20408466819, 23831079358, 27814023200, 31721624024, 34918285742, 39901846032, 48229522833, 51214365032, 58636577126, 75099073732, 78959965348, 86298816404, 82716139391, 76069313992, 78363152292, 71455607134, 70098009752, 76084234602, 99259633927, 122964812046, 154788024806, 173605979255, 179638483958, 172389500030, 218537565497, 252251992030, 267122318195, 278384345259, 260541629961, 243919085309, 250440136356, 277034678676, 297571687001, 279385478377, 252940021099
China, Gross Domestic Product (GDP), current US$, X, 59062254890, 69709153115, 75879434776, 72057028560, 69993497892, 78718820478, 96584138105, 104464337801, 119647196422, 146911405286, 153959856112, 173929916844, 167264807148, 191228096558, 237566198306, 287076894538, 336047845174, 321700119632, 317358772092, 335791782584, 348538559282, 346900408065, 343123749073, 379670167134, 469841200196, 527782891192, 474740977636, 506100809303, 602324015295, 745135710053, 706445437002, 886183404193, 1030644031916, 1146222221354, 1204743849415, 1266319933378, 1389774245411, 1515665164958, 1644277832676, 1829912227040, 2135090302733, 2479691785892, 2960522120120, 3780360249774, 4834648116645, 5337330418562, 6344068420847, 7836902032830, 8838004954137, 9897700345081, 10821985896759, 11416015781966, 11599238144664, 12702190669259, 14311899452936, 14700827670843, 15096578260838
Colombia, Gross Domestic Product (GDP), current US$, X, 5992169467, 5790247619, 5452762963, 5727208180, 5918467519, 6405440200, 10126966867, 10990990730, 12202618772, 14436964673, 17348997764, 18388725628, 21533759887, 27341578547, 32651889306, 39241559272, 46898990977, 51104976375, 54717436544, 54388279541, 53725008999, 49003587956, 49070100926, 51076713606, 55064677218, 55527195714, 56557039787, 57914050570, 61986681194, 71746031361, 94692918901, 109579709985, 115081597344, 126363169379, 116699377299, 102233220184, 99230396791, 97577132572, 97329991040, 94029831970, 116324971756, 145619193046, 161618580753, 206181823188, 242186949773, 232397835356, 286563099757, 334943877377, 370921317943, 382116120909, 381112110485, 293481753079, 282825012368, 311883730442, 334198218101, 323429885859, 271346896626
Comoros, Gross Domestic Product (GDP), current US$, X, , , , , , , 37476996, 41447953, 48838558, 65179719, 73653248, 114349455, 112733559, 124710895, 161725836, 216179659, 258774570, 239427532, 224378828, 233660995, 225217490, 239886040, 340451641, 411576590, 434714142, 416394646, 510762203, 514318237, 554675616, 549210045, 387081141, 483213731, 480295487, 441914506, 448830273, 463799465, 421942431, 455574742, 510725138, 657327980, 762021646, 787338145, 836185468, 794621744, 911967395, 901711447, 907093955, 1021748134, 1015900498, 1115905293, 1148057907, 965640689, 1012147429, 1077439756, 1188797450, 1192559711, 1235400317
Congo, Gross Domestic Product (GDP), current US$, X, 185693725, 198318064, 220613582, 237397428, 251247458, 265040036, 283678163, 324463523, 389798511, 519535710, 627653029, 739566595, 767193924, 765165836, 951046472, 1292565315, 1846019115, 2157427630, 2338337853, 2269824015, 2373943219, 2338643476, 2001283783, 2486527891, 2394303403, 2624123750, 3072958510, 3147967872, 3059889837, 2800242390, 1853175951, 2207380544, 2650414017, 2423022486, 2008027356, 2455559738, 3358958017, 2914925966, 3150407940, 3646832939, 4849373392, 6349779926, 8065134380, 8771102344, 11602894194, 9495430274, 13678011910, 16443657996, 17693923329, 17953615755, 17759774354, 11750612893, 10152114843, 11011651900, 13360104989, 12525041407, 10100209828
