Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Congo, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , 
Congo, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , 
Congo, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, , 0.04, 0.05, , 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06
Costa Rica, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.76, , , , , , , , , , , , , , , 0.58, 0.6, 0.63, 0.65, 0.56, 0.21, 0.73, 0.84, 0.83
Costa Rica, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.75, 0.73, 0.72, 0.71, 0.7, 0.69, 0.67, 0.66, 0.65, 0.64, 0.63, 0.61, 0.6, 0.59, , , , , , , , , 
Croatia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.53, 0.53, 0.53, 0.52, 0.51, 0.51, 0.5, 0.53, 0.51, 0.51, 0.52, 0.53, 0.5, , , 0.52, , , 0.46, 0.47, 0.47, , 0.46, 0.46, 0.46
Croatia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.53, 0.53, , 0.51, 0.51, , , , 0.46, , , 
Cuba, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.73, , , , , , , , , , , , , , , , , , , , 1.78, , , , , , , , , , , , , , , , , , 1.7, , , , , , , 
Cuba, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.7, , , , , , , , , , , , , 
Cuba, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.78, 0.83, 0.89, 0.94, 0.99, 1.04, 1.1, 1.15, 1.2, 1.25, 1.31, 1.36, 1.41, 1.46, 1.52, 1.57, 1.62, 1.67, 1.73, , 1.77, 1.77, 1.76, 1.75, 1.75, 1.74, 1.73, 1.73, 1.72, 1.71, 1.71, , 1.7, 1.7, 1.7, 1.7, 1.7, , 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7
Cyprus, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.03, , , , , 0.04, , , , , 0.04, , , , , 0.06, , , 0.05, , , , , , , , , , , , , , , , , , , , , 0.1, 0.1, 0.11, 0.11, 0.11, 0.11, 0.1
Cyprus, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, , 0.04, 0.04, 0.04, 0.04, , 0.05, 0.05, 0.05, 0.05, , 0.05, 0.05, , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, , 0.05, , 0.05, 0.05, , 0.06, , , , , , , , , , , , , , 
Cyprus, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , 0.05, , , 0.06, , 0.07, 0.04, 0.04, 0.05, 0.05, 0.08, 0.08, , , , , , , 
Czechia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, 0.61, 0.61, 0.62, 0.65, 0.65, 0.63
Czechia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.11, 1.09, , 1.02, , 0.93, 0.91, 0.88, 0.86, 0.83, 0.81, 0.78, 0.76, 0.73, 0.71, , , , , , , , , , , , , 
Czechia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.07, , 0.96, , , , , , , , , , , 0.68, 0.67, 0.66, 0.64, 0.64, 0.62, , , , , , , 
Côte d'Ivoire, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.16, , , , , , , 0.16, , , , , , , , , , , , , , , , , , , , 0.32, , , , , , 
Côte d'Ivoire, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.54, , , , , 0.64, , , , , , , , , , , , , , , 
Côte d'Ivoire, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.18, 0.21, 0.24, 0.22, 0.2, 0.18, , 0.22, 0.29, 0.35, 0.41, 0.48, , 0.56, 0.58, 0.6, 0.62, , 0.6, 0.57, 0.53, 0.5, 0.46, 0.43, 0.39, 0.36, , 0.32, 0.32, 0.32, 0.32, 0.32, 0.32
Democratic People's Republic of Korea, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.86, , , , , 0.9, , , , , , , , , , , , , , , 
Democratic People's Republic of Korea, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.87, 0.88, 0.88, 0.89, , 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9
Democratic Republic of the Congo, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Democratic Republic of the Congo, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.39, , , , , 0.46, , , , , , , , , , , , , , , 
Democratic Republic of the Congo, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.25, 0.27, 0.29, 0.3, 0.32, 0.34, 0.35, 0.37, , 0.4, 0.42, 0.43, 0.45, , 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46
Denmark, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , 0.35, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.39, 0.39, 0.38, 0.4, 0.39, 0.4
Denmark, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 0.51, 0.56, 0.6, 0.65, , 0.7, 0.7, 0.7, 0.7, , 0.69, 0.69, 0.68, 0.68, , 0.57, 0.46, , 0.46, , 0.56, 0.55, 0.54, 0.53, 0.52, 0.51, 0.5, 0.48, 0.47, 0.46, 0.45, , 0.43, 0.43, , 0.42, , , , , , , , , , , , , , 
Denmark, Municipal water withdrawal, 10^9 m3/year, X, , , , , , 0.46, , , , , 0.7, , , , , 0.7, , , , , 0.67, , , , , 0.57, , , , , , , , , , , , 0.44, , , 0.42, , 0.41, 0.41, 0.38, 0.41, 0.4, 0.4, 0.4, 0.4, , , , , , 
Djibouti, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , 
Djibouti, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Dominica, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , 
Dominica, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Dominican Republic, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.72, , , , , 0.85, , , , , , , , , , 
Dominican Republic, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, , , , , , , , , , , , , , , , , , , , 
Dominican Republic, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.62, 0.65, 0.67, 0.7, , 0.75, 0.78, 0.8, 0.83, , 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85
Ecuador, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91, , , , , 1.29, , , , , , , , , , , , , , , 
Ecuador, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.98, 1.06, 1.14, 1.22, , 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29
Egypt, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.1, , , , , , , 5.3, , , , , , , , , , 9, 9.55, 9.6, 9.7, 9.95, 10.35, 10.4, 10.75, , , 
Egypt, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.73, , , , , , , , , , , , , , , , , , , , , , , , , 
Egypt, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.41, , 4.04, 4.36, 4.67, 4.99, , 5.67, 6.04, 6.41, 6.78, 7.15, 7.52, 7.89, 8.26, 8.63, , , , , , , , , 10.75, 10.75, 10.75
El Salvador, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.25, , , , , , , , , , , , , 0.47, , , , , , , , , , , , , , , 
El Salvador, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.38, , , , , , , , , , , , , , , , , , , , 
El Salvador, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.26, 0.28, 0.3, 0.31, 0.33, 0.35, 0.36, , 0.4, 0.42, 0.44, 0.46, , 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47, 0.47
Equatorial Guinea, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Equatorial Guinea, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.02, , , , , , , , , , , , , , , 
Equatorial Guinea, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Eritrea, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , 
Eritrea, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , , , , , , 
Eritrea, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, 0.05, 0.04, , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
Estonia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, , , , , , , , , , , , , 0.07, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.08, 0.06
Estonia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.09, 0.09, 0.09, , 0.08, 0.08, 0.08, 0.08, 0.07, 0.07, 0.07, , , , , , , , , , , , , 
Estonia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, , , , , , , , , , , , , , , , , , , , 
Eswatini, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Eswatini, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , 0.04, , , , , , , , , , , , , , , 
Eswatini, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.03, 0.03, 0.03, 0.04, , 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04
Ethiopia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.33, , , 0.81, , , , , , , , , , , , , , , 
Ethiopia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.49, 0.65, , 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81
Fiji, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fiji, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , 0.03, , , , , , , , , , , , , , , 
Fiji, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
Finland, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.5
Finland, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.42, 0.42, 0.42, 0.41, , 0.4, 0.39, 0.38, 0.37, , , , 0.41, 0.41, 0.41, , 0.41, 0.41, 0.4, 0.4, , 0.41, , , , , , , , 
Finland, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 0.42, , , , , 0.41, , , , , 0.4, 0.4, 0.4, , , , 0.41, , , , , 0.4, , 0.41, , , , , , , 
France, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.68, 5.52, 5.64, 5.49, 5.38, 5.48, 5.28, 5.22, 5.17, 5.39, 5.32, 5.31, 
France, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 5.92, 5.93, 5.94, 5.95, 5.96, 5.97, , 5.96, 5.95, 5.93, 5.91, , 5.88, 5.88, , 5.92, , 5.95, 5.93, , 5.8, , , , , , , , , , , , , , 5.31
France, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , 5.9, , , , , , , 5.98, , , , , 5.89, , , 5.87, , 5.97, , , 5.92, , 5.68, , , , , , , , , , , , , 
Gabon, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gabon, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , 0.08, , , , , , , , , , , , , , , 
Gabon, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.06, 0.06, 0.06, 0.06, 0.06, 0.07, , 0.07, 0.08, 0.08, 0.08, , 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08
Gambia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gambia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , 0.04, , , , , , , , , , , , , , , 
Gambia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, , 0.04, 0.04, 0.04, 0.04, , 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04
Georgia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.36, , , , , , , , , , , 0.94, 0.68, 0.62, 0.66, 0.61
Georgia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.34, , , , , , , , , , , , , , , , , , , , 
Georgia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.65, 0.61, 0.57, 0.53, 0.49, 0.45, 0.41, 0.38, , 0.34, 0.34, 0.35, 0.35, , 0.36, 0.36, 0.36, 0.43, 0.5, 0.58, 0.65, 0.72, 0.79, 0.87, , , , , 
Germany, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.56, 10.69, 10.96, 11.23, 11.54, 11.37, 11.31, 11.08, 11.29, 11.39, 11.42, , , 10.51, , , 10.89, , , 10.66, , , 10.48, , , 10.4, , , , 
Germany, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 11.11, 10.81, , 10.64, 10.76, , 10.82, 10.74, , 10.6, 10.54, , 10.45, 10.42, , 10.4, 10.4, 10.4, 10.4
Ghana, Municipal water withdrawal, 10^9 m3/year, , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.24, 0.25, 0.26, 0.25, 0.25, 0.3, , , , , 
Ghana, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, , , , , , , , , , , , , , , , , , , , 
Ghana, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 0.11, 0.11, 0.12, 0.12, 0.13, 0.13, 0.14, 0.14, 0.14, 0.15, 0.15, 0.16, 0.16, 0.17, 0.17, 0.17, 0.18, 0.18, 0.19, 0.19, 0.2, 0.2, 0.2, 0.21, 0.21, 0.22, 0.22, 0.23, 0.23, , 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, , , , , , , 0.3, 0.3, 0.3, 0.3, 0.3
Greece, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.69, 1.69, 1.69, 1.69, 1.69
Greece, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.53, 1.52, 1.51, 1.5, , , , , 
Greece, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.61, 0.63, 0.65, 0.67, 0.69, 0.68, 0.68, 0.67, 0.66, , 0.67, 0.69, 0.71, 0.72, 0.74, 0.76, 0.78, 0.79, 0.81, 0.83, 0.84, , 0.86, 0.86, 0.86, 0.86, 0.87, 0.87, 0.87, , 0.86, , 0.96, 1.07, 1.18, , , , , , , , , , 
Greece, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , 0.58, , , , , , , , , , 0.66, , , , , , , , , , , , 0.86, , , , , , , , 0.87, , 0.85, , , , 1.29, , , , , , , , , 
Grenada, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , 
Grenada, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Guatemala, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , 0.83, , , , , , , , , , , , , , 
Guatemala, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.43, , , , , , , , , , , , , , , , , , , , 
Guatemala, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.14, 0.19, 0.23, 0.27, 0.31, 0.35, 0.39, , 0.5, 0.56, 0.63, 0.7, 0.77, , 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83
Guinea, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, , 0.23
Guinea, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.21, , , , , 0.22, , , , , , , , , , , , , , , 
Guinea, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.09, 0.1, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, , 0.21, 0.21, 0.22, 0.22, , 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, , 0.23, 
Guinea-Bissau, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.02, , , , 0.02, , , , , , , , , , , , , , , , , , , , 
Guinea-Bissau, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , 
Guinea-Bissau, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, , 0.03, 0.03, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
Guyana, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guyana, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , 0.06, , , , , 0.06, , , , , , , , , , 
Guyana, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 0.03, , 0.04, 0.04, 0.05, 0.06, , 0.06, 0.06, 0.06, 0.06, , 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06
Haiti, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , 0.11, , , , , , , , , , , , , , , , , , , , , , , , , 
Haiti, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.19, , , , , , , , , , , 
Haiti, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.08, 0.1, , 0.12, 0.12, 0.13, 0.13, 0.14, 0.14, 0.15, 0.16, 0.16, 0.17, 0.17, 0.18, 0.18, , 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19
Honduras, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , 0.32, , , , , , , , , , , , , , , , , 
Honduras, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.11, 0.13, 0.15, 0.18, 0.2, 0.22, 0.25, 0.27, 0.29, , 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32, 0.32
Hungary, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.57, 0.6, 0.59, 0.62, 0.63, 0.64, 0.66
Hungary, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 0.67, 0.69, 0.72, 0.74, , 0.8, 0.83, 0.86, 0.89, 0.92, 0.85, 0.78, 0.71, 0.64, , 0.63, 0.69, 0.75, 0.81, 0.87, 0.93, , 0.95, 0.91, 0.87, , 0.83, 0.83, 0.84, , 0.84, , 0.83, 0.83, , 0.81, , 0.78, 0.76, 0.75, 0.73, , , , , , , , , 
Hungary, Municipal water withdrawal, 10^9 m3/year, X, , , , , , 0.65, , , , , 0.76, , , , , , , , , , , , , , , , , 0.98, , , , 0.83, , , , 0.84, , 0.83, , , 0.83, , 0.79, , , , , 0.72, 0.59, , , , , , , 
