Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Iceland, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.09, 0.09, 0.09, 0.08, 0.08, 0.08, , , , 
Iceland, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.09, 0.1, 0.1, 0.1, , 0.11, 0.12, 0.13, 0.14, 0.15, 0.12, , 0.09, 0.09, 0.08, 0.08, 0.08, 0.08, 0.08, , 0.08, , 0.08, , 0.08, 0.08, 0.08, 0.09, 0.09, , , , , , , , 0.08, 0.08, 0.08, 0.08
Iceland, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , 0.09, , , , , 0.1, , , , , , , 0.09, , , , , , , , 0.08, , 0.08, , 0.08, , , , , , , , , , , , , , , , 
India, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 11.4, , , , , , , , , , 16.7, , , , , 25, , , , , , , , , , 42, , , , , , , , , , 56, , , , , , , , , , 
India, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 14.05, , , , , , 18.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
India, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 11.93, 12.46, 12.99, 13.52, , 14.58, 15.11, 15.64, 16.17, , , 20.02, 21.68, 23.34, , 26.7, 28.4, 30.1, 31.8, 33.5, 35.2, 36.9, 38.6, 40.3, , 43.4, 44.8, 46.2, 47.6, 49, 50.4, 51.8, 53.2, 54.6, , 56, 56, 56, 56, 56, 56, 56, 56, 56, 56
Indonesia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 4.73, , , , , , , , , , 13.13, , , , , , , , , , , , , , , , 23.8, , , , 
Indonesia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 13.99, , , , , , , , , , , , , , , 
Indonesia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 5.57, 6.41, 7.25, 8.09, 8.93, 9.77, 10.61, 11.45, 12.29, , 13.3, 13.47, 13.65, 13.82, , 14.88, 15.77, 16.67, 17.56, 18.45, 19.34, 20.23, 21.12, 22.02, 22.91, , 23.8, 23.8, 23.8, 23.8
Iran (Islamic Republic of), Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.39, , 6, , , , , 4.5, , , , 6.2, , , , , , , , , , , , , , , , 
Iran (Islamic Republic of), Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.92, , , , , , , , , , , , , , , , , , , 
Iran (Islamic Republic of), Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.2, , 5.7, 5.4, 5.1, 4.8, , , 5.35, 5.78, , 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2
Iraq, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.58, , , , , , , , , , 0.85, , , , , 1.28, , , , , , , , , , 4.3, , , , , , , , , , , , , , 1.3, 1.11, 1.23, , 1.07, 6.9, 
Iraq, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 0.71, , , , , , , , , , , , , , , 2.79, , , , , , , , , , , , , , , , , , , , , , , , , 
Iraq, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.61, 0.63, 0.66, 0.69, , 0.74, 0.77, 0.8, 0.82, , 0.94, 1.02, 1.11, 1.19, , 1.58, 1.88, 2.19, 2.49, , 3.09, 3.39, 3.7, 4, , 4.09, 3.87, 3.66, 3.44, 3.23, 3.01, 2.8, 2.59, 2.37, 2.16, 1.94, 1.73, 1.51, , , , 1.15, , , 6.9
Ireland, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.66, 0.63, 0.63, , 0.98, 0.98, 0.99
Ireland, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.42, 0.42, 0.43, 0.43, 0.43, 0.44, 0.44, 0.45, 0.45, 0.45, 0.46, 0.46, 0.47, , 0.48, 0.5, 0.51, 0.53, 0.54, 0.55, 0.57, , 0.65, 0.73, , 0.74, , 0.68, , 0.66, 0.65, , 0.64, , , , 0.81, , , 
Ireland, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , 0.41, , , , , , , , , , , , , , 0.47, , , , , , , , 0.58, , , 0.8, , 0.68, , 0.68, , , 0.63, , , , , , , , 
Israel, Municipal water withdrawal, 10^9 m3/year, , , , , , , 0.24, , , , , , , , , , 0.38, , , , , , , , , , 0.48, , , , , , , , , , 0.66, , 0.69, 0.7, 0.71, , , , , , 0.69, , , , , 0.89, 0.93, 1, , , 
Israel, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , 0.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Israel, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 0.25, 0.27, 0.28, 0.29, , 0.32, 0.33, 0.35, 0.36, , 0.38, 0.39, 0.4, 0.4, 0.41, 0.42, 0.43, 0.45, 0.47, , 0.48, 0.48, 0.48, 0.48, 0.48, 0.52, 0.56, 0.59, 0.63, , 0.68, , , , 0.71, 0.7, 0.7, 0.7, 0.69, , 0.73, 0.77, 0.81, 0.85, , , , 1, 1, 1
Italy, Municipal water withdrawal, 10^9 m3/year, , , , , , , 7, , , , , , , , , , 7.87, , , , , , , , , , 6.5, , , , , , , , , , , , , , , , , , , , , , , 9.5, , 9.49, , , 9.23, 9.21, 9.19
Italy, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , 7.43, , , , , , , , , , 7.18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Italy, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 7.09, 7.17, 7.26, 7.35, , 7.52, 7.61, 7.69, 7.78, , 7.73, 7.59, 7.46, 7.32, , 7.05, 6.91, 6.77, 6.64, , 6.79, 7.08, 7.37, 7.66, 7.95, 8.24, 8.53, 8.82, , 9.08, 9.05, 9.03, 9, 8.97, , 8.99, 9.04, , 9.18, 9.27, 9.36, , , 9.49, , 9.4, 9.32, , , 
Italy, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.11, , , , , , 8.94, , , 9.1, , , , 9.45, , , , , , , , 
Jamaica, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.17, , , , , , , , , , , , , , , , , , , , , 0.3, 0.21, 0.14, , , , 
Jamaica, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, , , , , , , , , , , , , , , 
Jamaica, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, , 0.29, 0.29, 0.29, 0.29, 0.29, 0.3, 0.3, 0.3, , , , 0.14, 0.14, 0.14, 0.14
Japan, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 13.7, , , , , , , , , , , , 17, , , , , , , , , , , , , , , , , , , , , , , , 14.7, 14.6, 15, 14.8, 
Japan, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 17.4, , , , , , , , , , , , , , , , , , , , 
Japan, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 13.97, 14.25, 14.53, 14.8, 15.07, 15.35, 15.63, 15.9, 16.18, 16.45, 16.73, , 16.78, 16.56, , 16.55, 16.76, 16.98, 17.19, , 16.84, , 16.16, 16.05, 15.93, 15.82, , 15.55, , 15.31, 15.21, 15.11, 15, 14.9, 14.8, , , , , 14.8
Japan, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 16.34, , , , , , , 16.28, , , , , 15.7, , 15.41, , , , , , , , , , , 
Jordan, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.13, , , , , , , , , , 0.14, , , , , 0.18, , 0.21, , , , , , , , 0.24, 0.25, 0.25, 0.26, 0.28, 0.29, 0.29, 0.29, 0.32, 0.33, 0.35, 0.35, 0.35, 0.38, 0.42, 0.46, 0.46, 0.47, 0.48, 0.5, 
Jordan, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , 0.13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Jordan, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.13, 0.13, 0.13, 0.13, , 0.13, 0.13, 0.13, 0.13, , 0.14, 0.15, 0.16, 0.17, , 0.2, , 0.22, 0.22, 0.22, 0.23, 0.23, 0.23, 0.24, , , , , , , , , , , , , , , , , , , , , 0.5
Kazakhstan, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.58, , , , , 2.17, 2.13, 2.29, 2.37, 2.33, 2.41, 2.55, 2.54, 2.62, 2.53, 3.01, 2.53, 2.49, 2.29, 2.35, 2.31, 2.4, 2.35, 3.64, 3.85, 4.62
Kazakhstan, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Kazakhstan, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.59, , 0.9, 1.22, 1.54, 1.86, , , , , , , , , , , , , , , , , , , , , 
Kenya, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, , , , , , , , , , , , , 0.47, , , , , , , 1.19, , , , , , 0.49, , , , 
Kenya, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.41, 0.41, 0.42, 0.42, 0.43, 0.43, 0.44, 0.44, 0.45, 0.45, 0.46, 0.46, , 0.57, 0.67, 0.78, 0.88, 0.98, 1.08, , 1.19, 1.19, 1.19, 1.19, 1.19, , 0.49, 0.49, 0.49, 0.49
Kuwait, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , , , , , 0.4, , , , , , , , , , , , , , , , , , 
Kuwait, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.37, , , , , 0.45, , , , , , , , , , , , , , , 
Kuwait, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.22, 0.25, 0.27, 0.3, 0.32, 0.34, , 0.38, , 0.42, 0.43, , 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45
Kyrgyzstan, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.3, , , , , , , , , , , , 0.22, , , , , , , , , , , , , , 
Kyrgyzstan, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.32, , , , , , , , , , , , , , , , , , , , 
Kyrgyzstan, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.3, 0.31, 0.31, 0.31, 0.32, , 0.3, 0.29, 0.27, 0.26, 0.24, , 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22
Lao People's Democratic Republic, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lao People's Democratic Republic, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.13, , , , , , , , , , , , , , , , , 
Lao People's Democratic Republic, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.08, 0.09, 0.09, 0.09, 0.1, 0.1, 0.1, 0.1, 0.11, 0.11, 0.11, 0.12, 0.12, 0.12, 0.13, , 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13
Latvia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09
Latvia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.13, 0.14, 0.15, 0.16, , , , , , , , , 
Latvia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.13, , , , , 0.16, 0.16, , , , , , , 
Lebanon, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , 0.37, , , , , , , , , , , 0.38, , , , , , , , , , 0.24, , , , , 
Lebanon, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.43, , , , , , , , , , , , , , , , , , , , 
Lebanon, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.1, 0.11, 0.13, 0.14, 0.16, 0.17, 0.19, 0.2, 0.22, 0.23, 0.25, 0.26, 0.28, 0.29, 0.31, 0.32, 0.34, 0.35, , 0.38, 0.39, 0.4, 0.41, 0.42, , 0.42, 0.41, 0.4, 0.39, , 0.37, 0.35, 0.34, 0.32, 0.31, 0.3, 0.28, 0.27, 0.25, , 0.24, 0.24, 0.24, 0.24, 0.24
Lesotho, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Lesotho, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , 
Lesotho, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Liberia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Liberia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , 0.08, , , , , , , , , , , , , , , 
Liberia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.04, 0.05, 0.05, 0.05, 0.05, 0.06, 0.06, 0.06, 0.07, 0.07, , 0.07, 0.07, 0.08, 0.08, , 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08
Libya, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.39, , , , , 0.41, , , , 0.5, , , , , , 0.61, , , , , , , , , , , , 0.7, , , , , , , , 
Libya, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.59, , , , , , , , , , , , , , , , , , , , , 
Libya, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.4, 0.4, 0.4, 0.41, , 0.43, 0.46, 0.48, , 0.52, 0.54, 0.56, 0.57, , , 0.63, 0.64, 0.66, 0.67, 0.69, 0.69, 0.69, 0.69, 0.69, 0.7, 0.7, , 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
Liechtenstein, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, , , 
Liechtenstein, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01
Lithuania, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , , , , , , , , , , , , , , 0.1, 0.13, 0.13, 0.13, 0.13, 0.14, , 
Lithuania, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, 0.19, 0.19, 0.18, 0.18, , 0.17, 0.16, 0.15, 0.15, 0.14, 0.13, 0.13, 0.12, 0.12, 0.11, 0.1, , , , , , , 0.14, 0.14
Lithuania, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.17, , , , , , , , , , , , , , , , , , , 
Luxembourg, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.04, 0.04, 0.05, 0.04, 0.05
Luxembourg, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, 0.05, 0.05, 0.05, 0.04, , 0.04, 0.04, 0.05, , 0.05, 0.05, 0.05, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, , , , , , , , , , , , 
Luxembourg, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , 0.04, , , , 0.05, , , , , , , , , , 0.04, 0.04, 0.04, 0.04, 0.04, , , , , , , 
Madagascar, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , 0.16, , , , , , , , , , , , , , , , , , , , , , 0.4, , , , , , , , , , , , , , 
Madagascar, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.24, , , , , 0.3, , , , , , , , , , , , , , , 
Madagascar, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , 0.17, 0.17, 0.18, 0.18, 0.19, 0.19, 0.2, 0.2, 0.21, 0.21, 0.22, 0.22, 0.22, 0.23, 0.23, , 0.25, 0.26, 0.27, 0.28, , , 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4
Malawi, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , 
Malawi, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , 0.12, , , , , 0.14, , , , , , , , , , , , , , , 
Malawi, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.06, 0.06, 0.07, 0.07, , 0.08, 0.09, 0.09, , 0.1, 0.1, 0.11, 0.11, 0.12, , 0.12, 0.13, 0.13, 0.14, , 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14
Malaysia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.82, , , , , 1.34, , , , , , , , , , , , , , , , , , , , , , , , , 
Malaysia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92, 1.03, 1.13, 1.24, , 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34
Maldives, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Maldives, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , 0.01, , , , , , , , , , , , 
Maldives, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Mali, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , 0.11, , , , , , , , , , , , , , 
Mali, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, 0.04, 0.04, 0.05, 0.05, 0.06, 0.06, 0.06, 0.07, 0.07, 0.08, 0.08, 0.09, 0.09, 0.09, 0.1, 0.1, , 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11
Malta, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , 0.03, , , , , , , , , , , 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04
Malta, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , 
Malta, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, 0.05, , 0.05, 0.04, 0.04, 0.04, 0.04, 0.04, , , 0.03, 0.03, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02, , , , , , , , , 
Malta, Municipal water withdrawal, 10^9 m3/year, X, , , , , , 0.02, , , , , 0.02, , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.02, , , , , , , 
Mauritania, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , 0.09, , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mauritania, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , 0.1, , , , , , , , , , , , , , , 
Mauritania, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , 0.09, 0.09, 0.1, 0.1, , 0.1, 0.1, 0.1, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.08, 0.08, 0.08, 0.08, 0.08, , 0.08, 0.08, 0.09, 0.09, , 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
Mauritius, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , 0.06, , , , , , , , , , , , , , , , , , , , , 0.11, , , , , , , , 0.21, , 0.21, 0.22, 0.2, 0.24, 0.22, 0.23, 0.2, 0.21, 0.22, 0.23, 0.26, 0.26, 0.26, 0.28, 0.29, 0.29
Mauritius, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , 0.06, 0.06, 0.06, 0.07, 0.07, 0.07, 0.07, 0.07, 0.08, 0.08, 0.08, 0.08, 0.09, 0.09, 0.09, 0.09, 0.1, 0.1, 0.1, 0.1, , 0.11, 0.11, 0.11, 0.11, 0.11, 0.14, 0.18, , 0.21, , , , , , , , , , , , , , , , 
Mexico, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.6, 9.6, 10.5, 10.7, 10.7, 10.7, 11.16, 11.2, 11.4, , 11.44, 11.98, 11.96, 12.05, 12.48, 12.58, 14.23, 13.09, 13.15, 13.16
Mexico, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 11.42, , , , , , , , , , 
Monaco, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Monaco, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , , , , , , , , , , 
Mongolia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, , , , , , , , , , , , , 0.1, , , 0.07, , , , , , 0.07, 0.05, , , , 
Mongolia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.1, 0.1, 0.1, , 0.09, 0.08, , 0.07, 0.07, 0.07, 0.07, 0.07, , , 0.05, 0.05, 0.05, 0.05
Montenegro, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.1, , 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
Montenegro, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , 
Morocco, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.54, , , , , , , , 1.24, , 3, , , , , , , , 1.06, , , , , , , , , , 
